Event,File,Pair,Num_Peaks,Peak_Positions,Mean_Peak,Min_Peak,Max_Peak,I0_used,Predicted_Class,Best_Score,Confidence,Certainty_Prob
26401017events-2_pair34,26401017events-2.csv,34,9,"[0.7673287671232877, 0.7711643835616439, 0.7728082191780822, 0.7740410958904109, 0.7752739726027398, 0.8237671232876712, 0.8276027397260274, 0.8304794520547946, 0.8317123287671233]",0.7971308980213089,0.7673287671232877,0.8317123287671233,7300.0,IgG,0.417,0.417,0.889
26401017events-2_pair61,26401017events-2.csv,61,6,"[0.816917808219178, 0.8211643835616438, 0.8219863013698631, 0.8248630136986301, 0.8286986301369863, 0.829931506849315]",0.8239269406392693,0.816917808219178,0.829931506849315,7300.0,IgG,0.417,0.417,0.889
26401017events-3_pair83,26401017events-3.csv,83,2,"[0.9492465753424657, 0.9514383561643835]",0.9503424657534246,0.9492465753424656,0.9514383561643835,7300.0,apo-Tf,0.65,0.65,0.963
26401017events-2_pair29,26401017events-2.csv,29,3,"[0.7482876712328768, 0.7521232876712329, 0.7596575342465753]",0.7533561643835617,0.7482876712328768,0.7596575342465753,7300.0,apo-Tf,0.533,0.533,0.935
26401017events-2_pair70,26401017events-2.csv,70,15,"[0.7667808219178082, 0.768013698630137, 0.7704794520547945, 0.7747260273972603, 0.7784246575342466, 0.7826712328767124, 0.7843150684931507, 0.7863698630136986, 0.8026712328767124, 0.8069178082191781, 0.8106164383561644, 0.8152739726027397, 0.8177397260273973, 0.818972602739726, 0.8232191780821918]",0.7938127853881279,0.7667808219178082,0.8232191780821918,7300.0,IgG,0.417,0.417,0.889
26401017events-3_pair40,26401017events-3.csv,40,8,"[0.9276027397260274, 0.9363698630136986, 0.9371917808219178, 0.9385616438356165, 0.9406164383561644, 0.9418493150684931, 0.9426712328767123, 0.9548630136986301]",0.9399657534246576,0.9276027397260274,0.95486301369863,7300.0,IgG,0.417,0.417,0.889
26401017events-3_pair23,26401017events-3.csv,23,2,"[0.949931506849315, 0.9515753424657534]",0.9507534246575342,0.949931506849315,0.9515753424657534,7300.0,apo-Tf,0.65,0.65,0.963
26401017events-2_pair41,26401017events-2.csv,41,2,"[0.8707534246575342, 0.8725342465753425]",0.8716438356164384,0.8707534246575342,0.8725342465753425,7300.0,apo-Tf,0.65,0.65,0.963
26401017events-3_pair78,26401017events-3.csv,78,2,"[0.9502054794520548, 0.9551369863013699]",0.9526712328767124,0.9502054794520548,0.95513698630137,7300.0,apo-Tf,0.65,0.65,0.963
26401017events-2_pair128,26401017events-2.csv,128,15,"[0.717054794520548, 0.725, 0.7292465753424657, 0.7367808219178082, 0.7936301369863014, 0.7952739726027397, 0.7977397260273973, 0.801986301369863, 0.8056849315068493, 0.8128082191780822, 0.814041095890411, 0.8178767123287671, 0.8195205479452055, 0.8262328767123288, 0.8274657534246576]",0.7880228310502282,0.717054794520548,0.8274657534246576,7300.0,IgG,0.417,0.029,0.536
26401017events-2_pair125,26401017events-2.csv,125,15,"[0.7545890410958904, 0.7578767123287671, 0.7658219178082192, 0.7704794520547945, 0.7741780821917809, 0.7788356164383562, 0.7821232876712328, 0.7867808219178082, 0.790068493150685, 0.7947260273972603, 0.795958904109589, 0.7984246575342466, 0.803082191780822, 0.8193835616438356, 0.8306164383561644]",0.7868630136986302,0.7545890410958904,0.8306164383561644,7300.0,IgG,0.417,0.029,0.536
