Event,File,Pair,Num_Peaks,Peak_Positions,Mean_Peak,Min_Peak,Max_Peak,I0_used,Predicted_Class,Best_Score,Confidence,Certainty_Prob
26331011-event_pair27,26331011-event.csv,27,2,"[0.9486986301369863, 0.9517123287671233]",0.9502054794520548,0.9486986301369864,0.9517123287671232,7300.0,apo-Tf,0.65,0.65,0.963
26331011-event_pair276,26331011-event.csv,276,4,"[0.9082876712328767, 0.9096575342465754, 0.9133561643835616, 0.9188356164383562]",0.9125342465753424,0.9082876712328768,0.9188356164383562,7300.0,IgG,0.475,0.475,0.915
26331011-event_pair222,26331011-event.csv,222,8,"[0.8592465753424657, 0.8614383561643836, 0.8622602739726027, 0.8663698630136987, 0.8671917808219178, 0.8743150684931507, 0.9496575342465754, 0.9545890410958904]",0.8868835616438355,0.8592465753424657,0.9545890410958904,7300.0,apo-Tf,0.459,0.042,0.553
26331011-event_pair37,26331011-event.csv,37,5,"[0.9207534246575343, 0.921986301369863, 0.9258219178082192, 0.9266438356164384, 0.9286986301369863]",0.924780821917808,0.9207534246575344,0.9286986301369864,7300.0,IgG,0.44,0.44,0.9
26331011-event_pair84,26331011-event.csv,84,2,"[0.9489726027397261, 0.9497945205479452]",0.9493835616438356,0.948972602739726,0.9497945205479452,7300.0,apo-Tf,0.65,0.65,0.963
26331011-event_pair241,26331011-event.csv,241,4,"[0.935, 0.9413013698630137, 0.9484246575342465, 0.9533561643835616]",0.9445205479452056,0.935,0.9533561643835616,7300.0,apo-Tf,0.475,0.475,0.915
26331011-event_pair122,26331011-event.csv,122,2,"[0.9497945205479452, 0.9523972602739726]",0.951095890410959,0.9497945205479452,0.9523972602739726,7300.0,apo-Tf,0.65,0.65,0.963
26331011-event_pair8,26331011-event.csv,8,2,"[0.9495205479452055, 0.952945205479452]",0.9512328767123288,0.9495205479452056,0.952945205479452,7300.0,apo-Tf,0.65,0.65,0.963
26331011-event_pair125,26331011-event.csv,125,9,"[0.902945205479452, 0.9051369863013699, 0.9092465753424658, 0.9360958904109589, 0.9377397260273973, 0.944041095890411, 0.946917808219178, 0.9493835616438356, 0.9502054794520548]",0.9313013698630138,0.902945205479452,0.9502054794520548,7300.0,IgG,0.417,0.029,0.536
26331011-event_pair220,26331011-event.csv,220,2,"[0.9466438356164384, 0.9482876712328767]",0.9474657534246576,0.9466438356164384,0.9482876712328768,7300.0,apo-Tf,0.65,0.65,0.963
26331011-event_pair149,26331011-event.csv,149,3,"[0.9477397260273973, 0.9489726027397261, 0.9528082191780822]",0.949840182648402,0.9477397260273972,0.9528082191780822,7300.0,apo-Tf,0.533,0.533,0.935
26331011-event_pair286,26331011-event.csv,286,6,"[0.9351369863013699, 0.9402054794520548, 0.9439041095890411, 0.9465068493150685, 0.9481506849315069, 0.9493835616438356]",0.9438812785388128,0.93513698630137,0.9493835616438356,7300.0,apo-Tf,0.417,0.417,0.889
26331011-event_pair33,26331011-event.csv,33,3,"[0.9474657534246576, 0.9491095890410959, 0.950068493150685]",0.9488812785388128,0.9474657534246576,0.950068493150685,7300.0,apo-Tf,0.533,0.533,0.935
26331011-event_pair236,26331011-event.csv,236,4,"[0.9437671232876712, 0.9454109589041096, 0.9467808219178082, 0.9476027397260274]",0.945890410958904,0.9437671232876712,0.9476027397260274,7300.0,apo-Tf,0.475,0.475,0.915
26331011-event_pair214,26331011-event.csv,214,3,"[0.9256849315068493, 0.9269178082191781, 0.9307534246575343]",0.927785388127854,0.9256849315068492,0.9307534246575344,7300.0,IgG,0.533,0.533,0.935
26331011-event_pair140,26331011-event.csv,140,2,"[0.9502054794520548, 0.951027397260274]",0.9506164383561644,0.9502054794520548,0.951027397260274,7300.0,apo-Tf,0.65,0.65,0.963
26331011-event_pair287,26331011-event.csv,287,4,"[0.9276027397260274, 0.9355479452054795, 0.938972602739726, 0.9465068493150685]",0.9371575342465752,0.9276027397260274,0.9465068493150685,7300.0,IgG,0.475,0.0,0.5
26331011-event_pair120,26331011-event.csv,120,3,"[0.9434931506849316, 0.9485616438356165, 0.9536301369863014]",0.9485616438356164,0.9434931506849316,0.9536301369863014,7300.0,apo-Tf,0.533,0.533,0.935
26331011-event_pair39,26331011-event.csv,39,2,"[0.9454109589041096, 0.9513013698630137]",0.9483561643835616,0.9454109589041096,0.9513013698630136,7300.0,apo-Tf,0.65,0.65,0.963
26331011-event_pair102,26331011-event.csv,102,3,"[0.9473287671232876, 0.9493835616438356, 0.9502054794520548]",0.948972602739726,0.9473287671232876,0.9502054794520548,7300.0,apo-Tf,0.533,0.533,0.935
26331011-event_pair320,26331011-event.csv,320,11,"[0.8899315068493151, 0.8911643835616438, 0.9003424657534247, 0.9066438356164384, 0.9095205479452054, 0.9451369863013699, 0.9463698630136986, 0.948013698630137, 0.9492465753424657, 0.950068493150685, 0.9576027397260274]",0.92673100871731,0.8899315068493151,0.9576027397260274,7300.0,IgG,0.519,0.059,0.574
26331011-event_pair77,26331011-event.csv,77,2,"[0.9473287671232876, 0.9485616438356165]",0.947945205479452,0.9473287671232876,0.9485616438356164,7300.0,apo-Tf,0.65,0.65,0.963
26331011-event_pair227,26331011-event.csv,227,5,"[0.9211643835616439, 0.925, 0.9354109589041096, 0.9362328767123288, 0.9513013698630137]",0.9338219178082192,0.921164383561644,0.9513013698630136,7300.0,apo-Tf,0.44,0.44,0.9
26331011-event_pair153,26331011-event.csv,153,5,"[0.9326712328767123, 0.9352739726027397, 0.9365068493150684, 0.9426712328767123, 0.9477397260273973]",0.938972602739726,0.9326712328767124,0.9477397260273972,7300.0,IgG,0.44,0.0,0.5
26331011-event_pair73,26331011-event.csv,73,2,"[0.9455479452054795, 0.9506164383561644]",0.948082191780822,0.9455479452054796,0.9506164383561644,7300.0,apo-Tf,0.65,0.65,0.963
26331011-event_pair249,26331011-event.csv,249,6,"[0.878972602739726, 0.8815753424657534, 0.8832191780821917, 0.9404794520547946, 0.942945205479452, 0.948013698630137]",0.9125342465753424,0.878972602739726,0.948013698630137,7300.0,apo-Tf,0.417,0.417,0.889
26331011-event_pair2,26331011-event.csv,2,4,"[0.9228082191780822, 0.9282876712328767, 0.9332191780821918, 0.9345890410958904]",0.9297260273972604,0.9228082191780822,0.9345890410958904,7300.0,IgG,0.475,0.475,0.915
26331011-event_pair32,26331011-event.csv,32,7,"[0.9417123287671233, 0.9458219178082192, 0.9474657534246576, 0.9486986301369863, 0.9496575342465754, 0.9517123287671233, 0.9525342465753425]",0.948228962818004,0.9417123287671232,0.9525342465753424,7300.0,apo-Tf,0.4,0.4,0.881
26331011-event_pair1,26331011-event.csv,1,15,"[0.8917123287671233, 0.8921232876712328, 0.8925342465753424, 0.8929452054794521, 0.8933561643835617, 0.8937671232876713, 0.8941780821917809, 0.8945890410958904, 0.895, 0.8954109589041096, 0.8958219178082192, 0.8962328767123288, 0.8966438356164383, 0.8970547945205479, 0.8974657534246575]",0.8945890410958904,0.8917123287671233,0.8974657534246575,7300.0,apo-Tf,0.387,0.387,0.874
26331011-event_pair299,26331011-event.csv,299,2,"[0.945, 0.9458219178082192]",0.9454109589041096,0.945,0.9458219178082192,7300.0,apo-Tf,0.65,0.65,0.963
26331011-event_pair218,26331011-event.csv,218,7,"[0.931986301369863, 0.9354109589041096, 0.9362328767123288, 0.937054794520548, 0.9386986301369863, 0.9395205479452055, 0.9433561643835616]",0.9374657534246577,0.931986301369863,0.9433561643835616,7300.0,IgG,0.417,0.417,0.889
26331011-event_pair45,26331011-event.csv,45,2,"[0.945958904109589, 0.948013698630137]",0.946986301369863,0.945958904109589,0.948013698630137,7300.0,apo-Tf,0.65,0.65,0.963
26331011-event_pair119,26331011-event.csv,119,2,"[0.9485616438356165, 0.9493835616438356]",0.948972602739726,0.9485616438356164,0.9493835616438356,7300.0,apo-Tf,0.65,0.65,0.963
26331011-event_pair295,26331011-event.csv,295,3,"[0.9466438356164384, 0.9486986301369863, 0.949931506849315]",0.9484246575342464,0.9466438356164384,0.949931506849315,7300.0,apo-Tf,0.533,0.533,0.935
26331011-event_pair160,26331011-event.csv,160,2,"[0.9477397260273973, 0.9489726027397261]",0.9483561643835616,0.9477397260273972,0.948972602739726,7300.0,apo-Tf,0.65,0.65,0.963
26331011-event_pair288,26331011-event.csv,288,5,"[0.9267808219178082, 0.9302054794520548, 0.9343150684931507, 0.9385616438356165, 0.9460958904109589]",0.9351917808219176,0.9267808219178082,0.9460958904109588,7300.0,IgG,0.44,0.0,0.5
26331011-event_pair173,26331011-event.csv,173,2,"[0.938972602739726, 0.944041095890411]",0.9415068493150685,0.938972602739726,0.944041095890411,7300.0,apo-Tf,0.65,0.65,0.963
26331011-event_pair246,26331011-event.csv,246,2,"[0.9441780821917808, 0.9492465753424657]",0.9467123287671232,0.9441780821917808,0.9492465753424656,7300.0,apo-Tf,0.65,0.65,0.963
26331011-event_pair51,26331011-event.csv,51,2,"[0.9463698630136986, 0.9484246575342465]",0.9473972602739726,0.9463698630136986,0.9484246575342464,7300.0,apo-Tf,0.65,0.65,0.963
26331011-event_pair148,26331011-event.csv,148,2,"[0.9502054794520548, 0.9515753424657534]",0.950890410958904,0.9502054794520548,0.9515753424657534,7300.0,apo-Tf,0.65,0.65,0.963
26331011-event_pair291,26331011-event.csv,291,14,"[0.9014383561643836, 0.9022602739726028, 0.9051369863013699, 0.9071917808219178, 0.908972602739726, 0.9114383561643835, 0.9126712328767124, 0.915958904109589, 0.9423972602739726, 0.944041095890411, 0.9448630136986301, 0.9465068493150685, 0.9489726027397261, 0.9503424657534246]",0.9244422700587084,0.9014383561643836,0.9503424657534246,7300.0,IgG,0.417,0.029,0.536
26331011-event_pair165,26331011-event.csv,165,3,"[0.9485616438356165, 0.9507534246575342, 0.9523972602739726]",0.9505707762557076,0.9485616438356164,0.9523972602739726,7300.0,apo-Tf,0.533,0.533,0.935
26331011-event_pair255,26331011-event.csv,255,3,"[0.9426712328767123, 0.9444520547945205, 0.9456849315068493]",0.944269406392694,0.9426712328767124,0.9456849315068492,7300.0,apo-Tf,0.533,0.533,0.935
26331011-event_pair110,26331011-event.csv,110,2,"[0.9502054794520548, 0.951027397260274]",0.9506164383561644,0.9502054794520548,0.951027397260274,7300.0,apo-Tf,0.65,0.65,0.963
26331011-event_pair190,26331011-event.csv,190,2,"[0.9423972602739726, 0.9478767123287671]",0.94513698630137,0.9423972602739726,0.9478767123287672,7300.0,apo-Tf,0.65,0.65,0.963
26331011-event_pair146,26331011-event.csv,146,3,"[0.9414383561643835, 0.9493835616438356, 0.9502054794520548]",0.9470091324200912,0.9414383561643836,0.9502054794520548,7300.0,apo-Tf,0.533,0.533,0.935
26331011-event_pair283,26331011-event.csv,283,7,"[0.9171917808219178, 0.9213013698630137, 0.9225342465753424, 0.9239041095890411, 0.9255479452054794, 0.930068493150685, 0.9326712328767123]",0.9247455968688846,0.9171917808219178,0.9326712328767124,7300.0,IgG,0.417,0.417,0.889
26331011-event_pair282,26331011-event.csv,282,5,"[0.8218493150684931, 0.825958904109589, 0.8267808219178082, 0.8573287671232876, 0.8611643835616438]",0.8386164383561645,0.8218493150684931,0.8611643835616438,7300.0,IgG,0.577,0.577,0.947
26331011-event_pair242,26331011-event.csv,242,3,"[0.9354109589041096, 0.9392465753424658, 0.9488356164383561]",0.941164383561644,0.9354109589041096,0.948835616438356,7300.0,apo-Tf,0.533,0.533,0.935
26331011-event_pair189,26331011-event.csv,189,2,"[0.9452739726027397, 0.9491095890410959]",0.9471917808219178,0.9452739726027396,0.949109589041096,7300.0,apo-Tf,0.65,0.65,0.963
26331011-event_pair197,26331011-event.csv,197,3,"[0.9265068493150685, 0.949931506849315, 0.9582876712328767]",0.9449086757990868,0.9265068493150684,0.9582876712328768,7300.0,IgG,0.533,0.0,0.5
26331011-event_pair251,26331011-event.csv,251,4,"[0.9371917808219178, 0.940068493150685, 0.9408904109589041, 0.9467808219178082]",0.9412328767123288,0.9371917808219178,0.9467808219178082,7300.0,apo-Tf,0.475,0.475,0.915
26331011-event_pair90,26331011-event.csv,90,3,"[0.9447260273972603, 0.9485616438356165, 0.9497945205479452]",0.9476940639269408,0.9447260273972604,0.9497945205479452,7300.0,apo-Tf,0.533,0.533,0.935
26331011-event_pair201,26331011-event.csv,201,3,"[0.9456849315068493, 0.9474657534246576, 0.9486986301369863]",0.9472831050228312,0.9456849315068492,0.9486986301369864,7300.0,apo-Tf,0.533,0.533,0.935
26331011-event_pair172,26331011-event.csv,172,3,"[0.9493835616438356, 0.9503424657534246, 0.9511643835616438]",0.950296803652968,0.9493835616438356,0.9511643835616438,7300.0,apo-Tf,0.533,0.533,0.935
26331011-event_pair59,26331011-event.csv,59,2,"[0.9471917808219178, 0.9481506849315069]",0.9476712328767124,0.9471917808219178,0.9481506849315068,7300.0,apo-Tf,0.65,0.65,0.963
26331011-event_pair141,26331011-event.csv,141,5,"[0.9343150684931507, 0.9360958904109589, 0.938972602739726, 0.9402054794520548, 0.9493835616438356]",0.9397945205479452,0.9343150684931508,0.9493835616438356,7300.0,IgG,0.44,0.0,0.5
26331011-event_pair258,26331011-event.csv,258,11,"[0.9171917808219178, 0.9180136986301369, 0.9202054794520548, 0.9210273972602739, 0.9222602739726027, 0.923082191780822, 0.9239041095890411, 0.9251369863013699, 0.928972602739726, 0.9297945205479452, 0.9306164383561644]",0.9236550435865504,0.9171917808219178,0.9306164383561644,7300.0,IgG,0.417,0.417,0.889
26331011-event_pair55,26331011-event.csv,55,2,"[0.8628082191780821, 0.8673287671232877]",0.8650684931506849,0.8628082191780821,0.8673287671232877,7300.0,apo-Tf,0.65,0.65,0.963
26331011-event_pair325,26331011-event.csv,325,4,"[0.8666438356164383, 0.8700684931506849, 0.8904794520547945, 0.8943150684931507]",0.8803767123287671,0.8666438356164383,0.8943150684931507,7300.0,apo-Tf,0.622,0.622,0.957
26331011-event_pair26,26331011-event.csv,26,2,"[0.9478767123287671, 0.952945205479452]",0.9504109589041096,0.9478767123287672,0.952945205479452,7300.0,apo-Tf,0.65,0.65,0.963
26331011-event_pair112,26331011-event.csv,112,2,"[0.9485616438356165, 0.9506164383561644]",0.9495890410958904,0.9485616438356164,0.9506164383561644,7300.0,apo-Tf,0.65,0.65,0.963
26331011-event_pair80,26331011-event.csv,80,2,"[0.9489726027397261, 0.9497945205479452]",0.9493835616438356,0.948972602739726,0.9497945205479452,7300.0,apo-Tf,0.65,0.65,0.963
26331011-event_pair106,26331011-event.csv,106,2,"[0.9493835616438356, 0.9514383561643835]",0.9504109589041096,0.9493835616438356,0.9514383561643835,7300.0,apo-Tf,0.65,0.65,0.963
26331011-event_pair269,26331011-event.csv,269,8,"[0.8463698630136987, 0.8496575342465753, 0.8517123287671233, 0.9111643835616439, 0.9140410958904109, 0.9148630136986301, 0.9421232876712329, 0.9441780821917808]",0.896763698630137,0.8463698630136987,0.9441780821917808,7300.0,IgG,0.417,0.029,0.536
26331011-event_pair230,26331011-event.csv,230,2,"[0.948013698630137, 0.952945205479452]",0.9504794520547946,0.948013698630137,0.952945205479452,7300.0,apo-Tf,0.65,0.65,0.963
26331011-event_pair219,26331011-event.csv,219,2,"[0.945, 0.950068493150685]",0.9475342465753424,0.945,0.950068493150685,7300.0,apo-Tf,0.65,0.65,0.963
26331011-event_pair143,26331011-event.csv,143,2,"[0.944041095890411, 0.9489726027397261]",0.9465068493150686,0.944041095890411,0.948972602739726,7300.0,apo-Tf,0.65,0.65,0.963
26331011-event_pair121,26331011-event.csv,121,4,"[0.9448630136986301, 0.9465068493150685, 0.9481506849315069, 0.9548630136986301]",0.9485958904109588,0.94486301369863,0.95486301369863,7300.0,apo-Tf,0.475,0.475,0.915
26331011-event_pair279,26331011-event.csv,279,5,"[0.9213013698630137, 0.925958904109589, 0.930068493150685, 0.9343150684931507, 0.935958904109589]",0.9295205479452056,0.9213013698630136,0.935958904109589,7300.0,IgG,0.44,0.44,0.9
26331011-event_pair105,26331011-event.csv,105,3,"[0.9493835616438356, 0.9502054794520548, 0.9514383561643835]",0.9503424657534246,0.9493835616438356,0.9514383561643835,7300.0,apo-Tf,0.533,0.533,0.935
26331011-event_pair123,26331011-event.csv,123,3,"[0.9493835616438356, 0.9502054794520548, 0.951027397260274]",0.9502054794520548,0.9493835616438356,0.951027397260274,7300.0,apo-Tf,0.533,0.533,0.935
26331011-event_pair209,26331011-event.csv,209,4,"[0.9365068493150684, 0.9378767123287671, 0.9391095890410959, 0.9495205479452055]",0.9407534246575342,0.9365068493150684,0.9495205479452056,7300.0,apo-Tf,0.475,0.475,0.915
26331011-event_pair41,26331011-event.csv,41,2,"[0.9454109589041096, 0.9504794520547946]",0.9479452054794522,0.9454109589041096,0.9504794520547946,7300.0,apo-Tf,0.65,0.65,0.963
26331011-event_pair256,26331011-event.csv,256,7,"[0.9314383561643835, 0.9322602739726027, 0.9351369863013699, 0.938972602739726, 0.941027397260274, 0.9465068493150685, 0.9514383561643835]",0.9395401174168296,0.9314383561643836,0.9514383561643835,7300.0,IgG,0.417,0.017,0.521
26331011-event_pair54,26331011-event.csv,54,4,"[0.9471917808219178, 0.9484246575342465, 0.9492465753424657, 0.9504794520547946]",0.948835616438356,0.9471917808219178,0.9504794520547946,7300.0,apo-Tf,0.475,0.475,0.915
26331011-event_pair130,26331011-event.csv,130,2,"[0.9418493150684931, 0.9481506849315069]",0.945,0.9418493150684932,0.9481506849315068,7300.0,apo-Tf,0.65,0.65,0.963
26331011-event_pair289,26331011-event.csv,289,3,"[0.8532191780821918, 0.8641780821917808, 0.8729452054794521]",0.863447488584475,0.8532191780821918,0.8729452054794521,7300.0,apo-Tf,0.533,0.533,0.935
26331011-event_pair275,26331011-event.csv,275,6,"[0.8778767123287671, 0.8811643835616438, 0.8862328767123288, 0.9396575342465754, 0.9404794520547946, 0.9455479452054795]",0.9118264840182648,0.8778767123287671,0.9455479452054796,7300.0,apo-Tf,0.417,0.417,0.889
26331011-event_pair15,26331011-event.csv,15,2,"[0.9325342465753425, 0.9392465753424658]",0.935890410958904,0.9325342465753425,0.9392465753424658,7300.0,IgG,0.65,0.65,0.963
26331011-event_pair273,26331011-event.csv,273,7,"[0.8139041095890411, 0.8171917808219178, 0.8214383561643835, 0.8267808219178082, 0.8791095890410959, 0.8807534246575343, 0.9555479452054795]",0.856389432485323,0.8139041095890411,0.9555479452054796,7300.0,IgG,0.417,0.417,0.889
26331011-event_pair298,26331011-event.csv,298,2,"[0.9486986301369863, 0.949931506849315]",0.9493150684931506,0.9486986301369864,0.949931506849315,7300.0,apo-Tf,0.65,0.65,0.963
26331011-event_pair302,26331011-event.csv,302,2,"[0.934041095890411, 0.9354109589041096]",0.9347260273972604,0.934041095890411,0.9354109589041096,7300.0,IgG,0.65,0.65,0.963
26331011-event_pair75,26331011-event.csv,75,2,"[0.9473287671232876, 0.9485616438356165]",0.947945205479452,0.9473287671232876,0.9485616438356164,7300.0,apo-Tf,0.65,0.65,0.963
26331011-event_pair217,26331011-event.csv,217,4,"[0.9362328767123288, 0.9445890410958904, 0.9486986301369863, 0.949931506849315]",0.9448630136986302,0.9362328767123288,0.949931506849315,7300.0,apo-Tf,0.475,0.475,0.915
26331011-event_pair252,26331011-event.csv,252,2,"[0.8874657534246575, 0.8913013698630137]",0.8893835616438356,0.8874657534246575,0.8913013698630137,7300.0,apo-Tf,0.65,0.65,0.963
26331011-event_pair277,26331011-event.csv,277,4,"[0.9255479452054794, 0.9263698630136986, 0.9292465753424658, 0.9304794520547945]",0.9279109589041096,0.9255479452054794,0.9304794520547944,7300.0,IgG,0.475,0.475,0.915
26331011-event_pair38,26331011-event.csv,38,3,"[0.9382876712328767, 0.9496575342465754, 0.9517123287671233]",0.9465525114155252,0.9382876712328768,0.9517123287671232,7300.0,apo-Tf,0.533,0.533,0.935
26331011-event_pair144,26331011-event.csv,144,4,"[0.944041095890411, 0.9456849315068493, 0.9473287671232876, 0.9489726027397261]",0.9465068493150685,0.944041095890411,0.948972602739726,7300.0,apo-Tf,0.475,0.475,0.915
26331011-event_pair231,26331011-event.csv,231,3,"[0.9237671232876712, 0.9282876712328767, 0.9321232876712329]",0.9280593607305936,0.9237671232876712,0.9321232876712328,7300.0,IgG,0.533,0.533,0.935
26331011-event_pair250,26331011-event.csv,250,4,"[0.9254109589041096, 0.9262328767123288, 0.9421232876712329, 0.9463698630136986]",0.9350342465753424,0.9254109589041096,0.9463698630136986,7300.0,apo-Tf,0.475,0.475,0.915
26331011-event_pair72,26331011-event.csv,72,2,"[0.9455479452054795, 0.9502054794520548]",0.9478767123287672,0.9455479452054796,0.9502054794520548,7300.0,apo-Tf,0.65,0.65,0.963
26331011-event_pair224,26331011-event.csv,224,4,"[0.868972602739726, 0.8697945205479453, 0.9123972602739726, 0.9148630136986301]",0.8915068493150685,0.868972602739726,0.91486301369863,7300.0,apo-Tf,0.475,0.475,0.915
26331011-event_pair30,26331011-event.csv,30,3,"[0.9433561643835616, 0.9482876712328767, 0.9533561643835616]",0.9483333333333334,0.9433561643835616,0.9533561643835616,7300.0,apo-Tf,0.533,0.533,0.935
26331011-event_pair331,26331011-event.csv,331,4,"[0.9051369863013699, 0.9118493150684932, 0.916095890410959, 0.9236301369863014]",0.9141780821917808,0.90513698630137,0.9236301369863014,7300.0,IgG,0.475,0.475,0.915
26331011-event_pair118,26331011-event.csv,118,3,"[0.9418493150684931, 0.944041095890411, 0.9489726027397261]",0.9449543378995434,0.9418493150684932,0.948972602739726,7300.0,apo-Tf,0.533,0.533,0.935
26331011-event_pair52,26331011-event.csv,52,5,"[0.9337671232876712, 0.9447260273972603, 0.9530821917808219, 0.9555479452054795, 0.9563698630136986]",0.9486986301369862,0.9337671232876712,0.9563698630136986,7300.0,IgG,0.44,0.0,0.5
26331011-event_pair138,26331011-event.csv,138,3,"[0.9477397260273973, 0.9489726027397261, 0.9497945205479452]",0.9488356164383562,0.9477397260273972,0.9497945205479452,7300.0,apo-Tf,0.533,0.533,0.935
26331011-event_pair103,26331011-event.csv,103,2,"[0.9502054794520548, 0.9556849315068493]",0.952945205479452,0.9502054794520548,0.9556849315068492,7300.0,apo-Tf,0.65,0.65,0.963
26331011-event_pair23,26331011-event.csv,23,2,"[0.9478767123287671, 0.9528082191780822]",0.9503424657534248,0.9478767123287672,0.9528082191780822,7300.0,apo-Tf,0.65,0.65,0.963
26331011-event_pair215,26331011-event.csv,215,3,"[0.9281506849315069, 0.931986301369863, 0.9519863013698631]",0.9373744292237444,0.9281506849315068,0.9519863013698632,7300.0,IgG,0.533,0.0,0.5
26331011-event_pair259,26331011-event.csv,259,5,"[0.8992465753424658, 0.9000684931506849, 0.9010273972602739, 0.9055479452054794, 0.946917808219178]",0.9105616438356166,0.8992465753424658,0.946917808219178,7300.0,IgG,0.44,0.0,0.5
26331011-event_pair268,26331011-event.csv,268,7,"[0.8981506849315068, 0.898972602739726, 0.9028082191780822, 0.9040410958904109, 0.9073287671232877, 0.9111643835616439, 0.911986301369863]",0.904921722113503,0.8981506849315068,0.911986301369863,7300.0,IgG,0.417,0.017,0.521
26331011-event_pair136,26331011-event.csv,136,2,"[0.9473287671232876, 0.9485616438356165]",0.947945205479452,0.9473287671232876,0.9485616438356164,7300.0,apo-Tf,0.65,0.65,0.963
26331011-event_pair274,26331011-event.csv,274,7,"[0.925958904109589, 0.9271917808219178, 0.9292465753424658, 0.9371917808219178, 0.9388356164383561, 0.9404794520547946, 0.9439041095890411]",0.9346868884540116,0.925958904109589,0.9439041095890413,7300.0,IgG,0.417,0.417,0.889
26331011-event_pair142,26331011-event.csv,142,5,"[0.933082191780822, 0.936917808219178, 0.9393835616438356, 0.9430821917808219, 0.9481506849315069]",0.940123287671233,0.933082191780822,0.9481506849315068,7300.0,IgG,0.44,0.0,0.5
26331011-event_pair83,26331011-event.csv,83,2,"[0.9467808219178082, 0.9477397260273973]",0.9472602739726028,0.9467808219178082,0.9477397260273972,7300.0,apo-Tf,0.65,0.65,0.963
