Event,File,Pair,Num_Peaks,Peak_Positions,Mean_Peak,Min_Peak,Max_Peak
26516008Events_pair255,26516008Events.csv,255,1,[0.5945652173913043],0.594565217,0.594565217,0.594565217
26516008Events_pair256,26516008Events.csv,256,2,"[0.6184782608695653, 0.6236956521739131]",0.621086957,0.618478261,0.623695652
26516008Events_pair257,26516008Events.csv,257,0,[],,,
26516008Events_pair258,26516008Events.csv,258,2,"[0.42978260869565216, 0.5997826086956521]",0.514782609,0.429782609,0.599782609
26516008Events_pair259,26516008Events.csv,259,1,[0.5971739130434782],0.597173913,0.597173913,0.597173913
26516008Events_pair260,26516008Events.csv,260,2,"[0.42717391304347824, 0.6023913043478261]",0.514782609,0.427173913,0.602391304
26516008Events_pair261,26516008Events.csv,261,2,"[0.4884782608695652, 0.5971739130434782]",0.542826087,0.488478261,0.597173913
26516008Events_pair262,26516008Events.csv,262,1,[0.9736956521739131],0.973695652,0.973695652,0.973695652
26516008Events_pair263,26516008Events.csv,263,1,[0.6023913043478261],0.602391304,0.602391304,0.602391304
26516008Events_pair264,26516008Events.csv,264,1,[0.5971739130434782],0.597173913,0.597173913,0.597173913
26516008Events_pair265,26516008Events.csv,265,1,[0.6315217391304347],0.631521739,0.631521739,0.631521739
26516008Events_pair266,26516008Events.csv,266,1,[0.5971739130434782],0.597173913,0.597173913,0.597173913
26516008Events_pair267,26516008Events.csv,267,1,[0.5467391304347826],0.54673913,0.54673913,0.54673913
26516008Events_pair268,26516008Events.csv,268,1,[0.6023913043478261],0.602391304,0.602391304,0.602391304
26516008Events_pair269,26516008Events.csv,269,1,[0.586304347826087],0.586304348,0.586304348,0.586304348
26516008Events_pair270,26516008Events.csv,270,2,"[0.48282608695652174, 0.5919565217391304]",0.537391304,0.482826087,0.591956522
26516008Events_pair271,26516008Events.csv,271,1,[0.9793478260869565],0.979347826,0.979347826,0.979347826
26516008Events_pair272,26516008Events.csv,272,1,[0.5919565217391304],0.591956522,0.591956522,0.591956522
26516008Events_pair273,26516008Events.csv,273,1,[0.5945652173913043],0.594565217,0.594565217,0.594565217
26516008Events_pair274,26516008Events.csv,274,1,[0.9128260869565218],0.912826087,0.912826087,0.912826087
26516008Events_pair275,26516008Events.csv,275,0,[],,,
26516008Events_pair276,26516008Events.csv,276,4,"[0.4032608695652174, 0.5358695652173913, 0.5919565217391304, 0.5971739130434782]",0.532065217,0.40326087,0.597173913
26516008Events_pair277,26516008Events.csv,277,2,"[0.5093478260869565, 0.5997826086956521]",0.554565217,0.509347826,0.599782609
26516008Events_pair278,26516008Events.csv,278,4,"[0.5067391304347826, 0.5228260869565218, 0.5280434782608696, 0.605]",0.540652174,0.50673913,0.605
26516008Events_pair279,26516008Events.csv,279,4,"[0.49630434782608696, 0.5041304347826087, 0.6076086956521739, 0.6128260869565217]",0.555217391,0.496304348,0.612826087
26516008Events_pair280,26516008Events.csv,280,2,"[0.5202173913043479, 0.5358695652173913]",0.528043478,0.520217391,0.535869565
26516008Events_pair281,26516008Events.csv,281,5,"[0.5836956521739131, 0.5919565217391304, 0.5971739130434782, 0.605, 0.6158695652173913]",0.59873913,0.583695652,0.615869565
26516008Events_pair282,26516008Events.csv,282,1,[0.6210869565217392],0.621086957,0.621086957,0.621086957
26516008Events_pair283,26516008Events.csv,283,1,[0.5280434782608696],0.528043478,0.528043478,0.528043478
26516008Events_pair284,26516008Events.csv,284,1,[0.42717391304347824],0.427173913,0.427173913,0.427173913
26516008Events_pair285,26516008Events.csv,285,1,[0.6023913043478261],0.602391304,0.602391304,0.602391304
26516008Events_pair286,26516008Events.csv,286,1,[0.5971739130434782],0.597173913,0.597173913,0.597173913
26516008Events_pair287,26516008Events.csv,287,2,"[0.5971739130434782, 0.6023913043478261]",0.599782609,0.597173913,0.602391304
26516008Events_pair288,26516008Events.csv,288,1,[0.6289130434782608],0.628913043,0.628913043,0.628913043
26516008Events_pair289,26516008Events.csv,289,1,[0.6315217391304347],0.631521739,0.631521739,0.631521739
26516008Events_pair290,26516008Events.csv,290,1,[0.6128260869565217],0.612826087,0.612826087,0.612826087
26516008Events_pair291,26516008Events.csv,291,1,[0.5919565217391304],0.591956522,0.591956522,0.591956522
26516008Events_pair292,26516008Events.csv,292,1,[0.5706521739130435],0.570652174,0.570652174,0.570652174
26516008Events_pair293,26516008Events.csv,293,1,[0.6128260869565217],0.612826087,0.612826087,0.612826087
26516008Events_pair294,26516008Events.csv,294,1,[0.9767391304347826],0.97673913,0.97673913,0.97673913
26516008Events_pair295,26516008Events.csv,295,1,[0.5706521739130435],0.570652174,0.570652174,0.570652174
26516008Events_pair296,26516008Events.csv,296,0,[],,,
26516008Events_pair297,26516008Events.csv,297,2,"[0.5971739130434782, 0.6023913043478261]",0.599782609,0.597173913,0.602391304
26516008Events_pair298,26516008Events.csv,298,2,"[0.39804347826086955, 0.4058695652173913]",0.401956522,0.398043478,0.405869565
26516008Events_pair299,26516008Events.csv,299,1,[0.605],0.605,0.605,0.605
26516008Events_pair300,26516008Events.csv,300,2,"[0.5332608695652173, 0.6128260869565217]",0.573043478,0.53326087,0.612826087
26516008Events_pair301,26516008Events.csv,301,1,[0.5971739130434782],0.597173913,0.597173913,0.597173913
26516008Events_pair302,26516008Events.csv,302,1,[0.5971739130434782],0.597173913,0.597173913,0.597173913
26516008Events_pair303,26516008Events.csv,303,1,[0.6023913043478261],0.602391304,0.602391304,0.602391304
26516008Events_pair304,26516008Events.csv,304,1,[0.6315217391304347],0.631521739,0.631521739,0.631521739
26516008Events_pair305,26516008Events.csv,305,2,"[0.5784782608695652, 0.5971739130434782]",0.587826087,0.578478261,0.597173913
26516008Events_pair306,26516008Events.csv,306,1,[0.4723913043478261],0.472391304,0.472391304,0.472391304
26516008Events_pair307,26516008Events.csv,307,1,[0.9793478260869565],0.979347826,0.979347826,0.979347826
26516008Events_pair308,26516008Events.csv,308,1,[0.6023913043478261],0.602391304,0.602391304,0.602391304
26516008Events_pair309,26516008Events.csv,309,4,"[0.5732608695652174, 0.5919565217391304, 0.5971739130434782, 0.605]",0.591847826,0.57326087,0.605
26516008Events_pair310,26516008Events.csv,310,1,[0.4884782608695652],0.488478261,0.488478261,0.488478261
26516008Events_pair311,26516008Events.csv,311,1,[0.4723913043478261],0.472391304,0.472391304,0.472391304
26516008Events_pair312,26516008Events.csv,312,2,"[0.5732608695652174, 0.5784782608695652]",0.575869565,0.57326087,0.578478261
26516008Events_pair313,26516008Events.csv,313,1,[0.6076086956521739],0.607608696,0.607608696,0.607608696
26516008Events_pair314,26516008Events.csv,314,2,"[0.49630434782608696, 0.5971739130434782]",0.54673913,0.496304348,0.597173913
26516008Events_pair315,26516008Events.csv,315,1,[0.6236956521739131],0.623695652,0.623695652,0.623695652
26516008Events_pair316,26516008Events.csv,316,2,"[0.3928260869565217, 0.5202173913043479]",0.456521739,0.392826087,0.520217391
26516008Events_pair317,26516008Events.csv,317,1,[0.6076086956521739],0.607608696,0.607608696,0.607608696
26516008Events_pair318,26516008Events.csv,318,1,[0.6023913043478261],0.602391304,0.602391304,0.602391304
26516008Events_pair319,26516008Events.csv,319,1,[0.6023913043478261],0.602391304,0.602391304,0.602391304
26516008Events_pair320,26516008Events.csv,320,1,[0.5971739130434782],0.597173913,0.597173913,0.597173913
26516008Events_pair321,26516008Events.csv,321,1,[0.9793478260869565],0.979347826,0.979347826,0.979347826
26516008Events_pair322,26516008Events.csv,322,1,[0.5919565217391304],0.591956522,0.591956522,0.591956522
26516008Events_pair323,26516008Events.csv,323,1,[0.5280434782608696],0.528043478,0.528043478,0.528043478
26516008Events_pair324,26516008Events.csv,324,1,[0.5971739130434782],0.597173913,0.597173913,0.597173913
26516008Events_pair325,26516008Events.csv,325,1,[0.605],0.605,0.605,0.605
26516008Events_pair326,26516008Events.csv,326,1,[0.5810869565217391],0.581086957,0.581086957,0.581086957
26516008Events_pair327,26516008Events.csv,327,1,[0.5971739130434782],0.597173913,0.597173913,0.597173913
26516008Events_pair328,26516008Events.csv,328,2,"[0.5919565217391304, 0.5997826086956521]",0.595869565,0.591956522,0.599782609
26516008Events_pair329,26516008Events.csv,329,1,[0.5945652173913043],0.594565217,0.594565217,0.594565217
26516008Events_pair330,26516008Events.csv,330,1,[0.5971739130434782],0.597173913,0.597173913,0.597173913
26516008Events_pair331,26516008Events.csv,331,1,[0.9767391304347826],0.97673913,0.97673913,0.97673913
26516008Events_pair332,26516008Events.csv,332,1,[0.605],0.605,0.605,0.605
26516008Events_pair333,26516008Events.csv,333,1,[0.6367391304347826],0.63673913,0.63673913,0.63673913
26516008Events_pair334,26516008Events.csv,334,2,"[0.5919565217391304, 0.9793478260869565]",0.785652174,0.591956522,0.979347826
26516008Events_pair335,26516008Events.csv,335,2,"[0.6128260869565217, 0.6184782608695653]",0.615652174,0.612826087,0.618478261
26516008Events_pair336,26516008Events.csv,336,1,[0.5889130434782609],0.588913043,0.588913043,0.588913043
26516008Events_pair337,26516008Events.csv,337,1,[0.5889130434782609],0.588913043,0.588913043,0.588913043
26516008Events_pair338,26516008Events.csv,338,3,"[0.5997826086956521, 0.605, 0.7880434782608695]",0.664275362,0.599782609,0.788043478
26516008Events_pair339,26516008Events.csv,339,1,[0.5945652173913043],0.594565217,0.594565217,0.594565217
26516008Events_pair340,26516008Events.csv,340,1,[0.5810869565217391],0.581086957,0.581086957,0.581086957
26516008Events_pair341,26516008Events.csv,341,1,[0.5810869565217391],0.581086957,0.581086957,0.581086957
26516008Events_pair342,26516008Events.csv,342,1,[0.5919565217391304],0.591956522,0.591956522,0.591956522
26516008Events_pair343,26516008Events.csv,343,1,[0.6128260869565217],0.612826087,0.612826087,0.612826087
26516008Events_pair344,26516008Events.csv,344,1,[0.5889130434782609],0.588913043,0.588913043,0.588913043
26516008Events_pair345,26516008Events.csv,345,1,[0.6023913043478261],0.602391304,0.602391304,0.602391304
26516008Events_pair346,26516008Events.csv,346,1,[0.9767391304347826],0.97673913,0.97673913,0.97673913
26516008Events_pair347,26516008Events.csv,347,1,[0.5997826086956521],0.599782609,0.599782609,0.599782609
26516008Events_pair348,26516008Events.csv,348,1,[0.9528260869565217],0.952826087,0.952826087,0.952826087
26516008Events_pair349,26516008Events.csv,349,2,"[0.5836956521739131, 0.5889130434782609]",0.586304348,0.583695652,0.588913043
26516008Events_pair350,26516008Events.csv,350,2,"[0.5758695652173913, 0.5971739130434782]",0.586521739,0.575869565,0.597173913
26516008Events_pair351,26516008Events.csv,351,2,"[0.5919565217391304, 0.6158695652173913]",0.603913043,0.591956522,0.615869565
26516008Events_pair352,26516008Events.csv,352,2,"[0.586304347826087, 0.5919565217391304]",0.589130435,0.586304348,0.591956522
26516008Events_pair353,26516008Events.csv,353,2,"[0.5306521739130434, 0.5389130434782609]",0.534782609,0.530652174,0.538913043
26516008Events_pair354,26516008Events.csv,354,1,[0.5919565217391304],0.591956522,0.591956522,0.591956522
26516008Events_pair355,26516008Events.csv,355,2,"[0.586304347826087, 0.5919565217391304]",0.589130435,0.586304348,0.591956522
26516008Events_pair356,26516008Events.csv,356,1,[0.6102173913043478],0.610217391,0.610217391,0.610217391
26516008Events_pair357,26516008Events.csv,357,3,"[0.46456521739130435, 0.4776086956521739, 0.6102173913043478]",0.517463768,0.464565217,0.610217391
26516008Events_pair358,26516008Events.csv,358,1,[0.5997826086956521],0.599782609,0.599782609,0.599782609
26516008Events_pair359,26516008Events.csv,359,1,[0.40847826086956524],0.408478261,0.408478261,0.408478261
26516008Events_pair360,26516008Events.csv,360,1,[0.6184782608695653],0.618478261,0.618478261,0.618478261
26516008Events_pair361,26516008Events.csv,361,1,[0.5889130434782609],0.588913043,0.588913043,0.588913043
26516008Events_pair362,26516008Events.csv,362,1,[0.5945652173913043],0.594565217,0.594565217,0.594565217
26516008Events_pair363,26516008Events.csv,363,2,"[0.5493478260869565, 0.5545652173913044]",0.551956522,0.549347826,0.554565217
26516008Events_pair364,26516008Events.csv,364,2,"[0.5067391304347826, 0.5280434782608696]",0.517391304,0.50673913,0.528043478
26516008Events_pair365,26516008Events.csv,365,3,"[0.5067391304347826, 0.515, 0.5971739130434782]",0.539637681,0.50673913,0.597173913
26516008Events_pair366,26516008Events.csv,366,1,[0.5997826086956521],0.599782609,0.599782609,0.599782609
26516008Events_pair367,26516008Events.csv,367,1,[0.5945652173913043],0.594565217,0.594565217,0.594565217
26516008Events_pair368,26516008Events.csv,368,1,[0.5945652173913043],0.594565217,0.594565217,0.594565217
26516008Events_pair369,26516008Events.csv,369,3,"[0.5836956521739131, 0.5919565217391304, 0.5971739130434782]",0.590942029,0.583695652,0.597173913
26516008Events_pair370,26516008Events.csv,370,1,[0.5889130434782609],0.588913043,0.588913043,0.588913043
26516008Events_pair371,26516008Events.csv,371,1,[0.5919565217391304],0.591956522,0.591956522,0.591956522
26516008Events_pair372,26516008Events.csv,372,1,[0.5945652173913043],0.594565217,0.594565217,0.594565217
26516008Events_pair373,26516008Events.csv,373,2,"[0.586304347826087, 0.5919565217391304]",0.589130435,0.586304348,0.591956522
26516008Events_pair374,26516008Events.csv,374,1,[0.5971739130434782],0.597173913,0.597173913,0.597173913
26516008Events_pair375,26516008Events.csv,375,1,[0.5810869565217391],0.581086957,0.581086957,0.581086957
26516008Events_pair376,26516008Events.csv,376,1,[0.9767391304347826],0.97673913,0.97673913,0.97673913
26516008Events_pair377,26516008Events.csv,377,2,"[0.6184782608695653, 0.775]",0.69673913,0.618478261,0.775
26516008Events_pair378,26516008Events.csv,378,1,[0.9736956521739131],0.973695652,0.973695652,0.973695652
26516008Events_pair379,26516008Events.csv,379,2,"[0.5119565217391304, 0.5810869565217391]",0.546521739,0.511956522,0.581086957
26516008Events_pair380,26516008Events.csv,380,1,[0.5332608695652173],0.53326087,0.53326087,0.53326087
26516008Events_pair381,26516008Events.csv,381,1,[0.5758695652173913],0.575869565,0.575869565,0.575869565
26516008Events_pair382,26516008Events.csv,382,1,[0.5971739130434782],0.597173913,0.597173913,0.597173913
26516008Events_pair383,26516008Events.csv,383,1,[0.6076086956521739],0.607608696,0.607608696,0.607608696
26516008Events_pair384,26516008Events.csv,384,1,[0.5919565217391304],0.591956522,0.591956522,0.591956522
26516008Events_pair385,26516008Events.csv,385,1,[0.5945652173913043],0.594565217,0.594565217,0.594565217
26516008Events_pair386,26516008Events.csv,386,1,[0.5919565217391304],0.591956522,0.591956522,0.591956522
26516008Events_pair387,26516008Events.csv,387,4,"[0.5784782608695652, 0.5836956521739131, 0.5945652173913043, 0.6102173913043478]",0.59173913,0.578478261,0.610217391
26516008Events_pair388,26516008Events.csv,388,1,[0.5836956521739131],0.583695652,0.583695652,0.583695652
26516008Events_pair389,26516008Events.csv,389,1,[0.9710869565217392],0.971086957,0.971086957,0.971086957
26516008Events_pair390,26516008Events.csv,390,2,"[0.5176086956521739, 0.6076086956521739]",0.562608696,0.517608696,0.607608696
26516008Events_pair391,26516008Events.csv,391,1,[0.5919565217391304],0.591956522,0.591956522,0.591956522
26516008Events_pair392,26516008Events.csv,392,4,"[0.49630434782608696, 0.5015217391304347, 0.5119565217391304, 0.5945652173913043]",0.526086957,0.496304348,0.594565217
26516008Events_pair393,26516008Events.csv,393,1,[0.9684782608695652],0.968478261,0.968478261,0.968478261
26516008Events_pair394,26516008Events.csv,394,1,[0.9736956521739131],0.973695652,0.973695652,0.973695652
26516008Events_pair395,26516008Events.csv,395,1,[0.5919565217391304],0.591956522,0.591956522,0.591956522
26516008Events_pair396,26516008Events.csv,396,1,[0.5228260869565218],0.522826087,0.522826087,0.522826087
26516008Events_pair397,26516008Events.csv,397,1,[0.6158695652173913],0.615869565,0.615869565,0.615869565
26516008Events_pair398,26516008Events.csv,398,1,[0.5358695652173913],0.535869565,0.535869565,0.535869565
26516008Events_pair399,26516008Events.csv,399,1,[0.5997826086956521],0.599782609,0.599782609,0.599782609
26516008Events_pair400,26516008Events.csv,400,1,[0.6158695652173913],0.615869565,0.615869565,0.615869565
26516008Events_pair401,26516008Events.csv,401,1,[0.5836956521739131],0.583695652,0.583695652,0.583695652
26516008Events_pair402,26516008Events.csv,402,2,"[0.5176086956521739, 0.5971739130434782]",0.557391304,0.517608696,0.597173913
26516008Events_pair403,26516008Events.csv,403,1,[0.5597826086956522],0.559782609,0.559782609,0.559782609
26516008Events_pair404,26516008Events.csv,404,2,"[0.5971739130434782, 0.6023913043478261]",0.599782609,0.597173913,0.602391304
26516008Events_pair405,26516008Events.csv,405,1,[0.5971739130434782],0.597173913,0.597173913,0.597173913
26516008Events_pair406,26516008Events.csv,406,1,[0.5280434782608696],0.528043478,0.528043478,0.528043478
26516008Events_pair407,26516008Events.csv,407,1,[0.6023913043478261],0.602391304,0.602391304,0.602391304
26516008Events_pair408,26516008Events.csv,408,1,[0.9767391304347826],0.97673913,0.97673913,0.97673913
26516008Events_pair409,26516008Events.csv,409,1,[0.6023913043478261],0.602391304,0.602391304,0.602391304
26516008Events_pair410,26516008Events.csv,410,1,[0.9684782608695652],0.968478261,0.968478261,0.968478261
26516008Events_pair411,26516008Events.csv,411,2,"[0.3819565217391304, 0.38760869565217393]",0.384782609,0.381956522,0.387608696
26516008Events_pair412,26516008Events.csv,412,1,[0.586304347826087],0.586304348,0.586304348,0.586304348
26516008Events_pair413,26516008Events.csv,413,1,[0.5919565217391304],0.591956522,0.591956522,0.591956522
26516008Events_pair414,26516008Events.csv,414,1,[0.5971739130434782],0.597173913,0.597173913,0.597173913
26516008Events_pair415,26516008Events.csv,415,1,[0.5493478260869565],0.549347826,0.549347826,0.549347826
26516008Events_pair416,26516008Events.csv,416,2,"[0.5441304347826087, 0.5971739130434782]",0.570652174,0.544130435,0.597173913
26516008Events_pair417,26516008Events.csv,417,1,[0.5971739130434782],0.597173913,0.597173913,0.597173913
26516008Events_pair418,26516008Events.csv,418,1,[0.9767391304347826],0.97673913,0.97673913,0.97673913
26516008Events_pair419,26516008Events.csv,419,2,"[0.5441304347826087, 0.6128260869565217]",0.578478261,0.544130435,0.612826087
26516008Events_pair420,26516008Events.csv,420,1,[0.5971739130434782],0.597173913,0.597173913,0.597173913
26516008Events_pair421,26516008Events.csv,421,1,[0.6236956521739131],0.623695652,0.623695652,0.623695652
26516008Events_pair422,26516008Events.csv,422,1,[0.6102173913043478],0.610217391,0.610217391,0.610217391
26516008Events_pair423,26516008Events.csv,423,1,[0.9793478260869565],0.979347826,0.979347826,0.979347826
26516008Events_pair424,26516008Events.csv,424,1,[0.5441304347826087],0.544130435,0.544130435,0.544130435
26516008Events_pair425,26516008Events.csv,425,1,[0.9767391304347826],0.97673913,0.97673913,0.97673913
26516008Events_pair426,26516008Events.csv,426,1,[0.5836956521739131],0.583695652,0.583695652,0.583695652
26516008Events_pair427,26516008Events.csv,427,1,[0.9793478260869565],0.979347826,0.979347826,0.979347826
26516008Events_pair428,26516008Events.csv,428,1,[0.5997826086956521],0.599782609,0.599782609,0.599782609
26516008Events_pair429,26516008Events.csv,429,1,[0.9419565217391305],0.941956522,0.941956522,0.941956522
26516008Events_pair430,26516008Events.csv,430,1,[0.5997826086956521],0.599782609,0.599782609,0.599782609
26516008Events_pair431,26516008Events.csv,431,1,[0.5971739130434782],0.597173913,0.597173913,0.597173913
26516008Events_pair432,26516008Events.csv,432,5,"[0.41934782608695653, 0.5228260869565218, 0.5280434782608696, 0.5332608695652173, 0.605]",0.521695652,0.419347826,0.605
26516008Events_pair433,26516008Events.csv,433,1,[0.6023913043478261],0.602391304,0.602391304,0.602391304
26516008Events_pair434,26516008Events.csv,434,1,[0.5945652173913043],0.594565217,0.594565217,0.594565217
26516008Events_pair435,26516008Events.csv,435,2,"[0.5971739130434782, 0.6023913043478261]",0.599782609,0.597173913,0.602391304
26516008Events_pair436,26516008Events.csv,436,1,[0.5680434782608695],0.568043478,0.568043478,0.568043478
26516008Events_pair437,26516008Events.csv,437,3,"[0.5358695652173913, 0.5467391304347826, 0.5545652173913044]",0.545724638,0.535869565,0.554565217
26516008Events_pair438,26516008Events.csv,438,1,[0.9736956521739131],0.973695652,0.973695652,0.973695652
26516008Events_pair439,26516008Events.csv,439,3,"[0.42717391304347824, 0.5202173913043479, 0.5919565217391304]",0.513115942,0.427173913,0.591956522
26516008Events_pair440,26516008Events.csv,440,1,[0.586304347826087],0.586304348,0.586304348,0.586304348
26516008Events_pair441,26516008Events.csv,441,1,[0.9736956521739131],0.973695652,0.973695652,0.973695652
26516008Events_pair442,26516008Events.csv,442,1,[0.5919565217391304],0.591956522,0.591956522,0.591956522
26516008Events_pair443,26516008Events.csv,443,1,[0.6158695652173913],0.615869565,0.615869565,0.615869565
26516008Events_pair444,26516008Events.csv,444,1,[0.5919565217391304],0.591956522,0.591956522,0.591956522
26516008Events_pair445,26516008Events.csv,445,1,[0.5919565217391304],0.591956522,0.591956522,0.591956522
26516008Events_pair446,26516008Events.csv,446,0,[],,,
26516008Events_pair447,26516008Events.csv,447,1,[0.5997826086956521],0.599782609,0.599782609,0.599782609
26516008Events_pair448,26516008Events.csv,448,1,[0.9793478260869565],0.979347826,0.979347826,0.979347826
26516008Events_pair449,26516008Events.csv,449,2,"[0.5971739130434782, 0.605]",0.601086957,0.597173913,0.605
26516008Events_pair450,26516008Events.csv,450,1,[0.5971739130434782],0.597173913,0.597173913,0.597173913
26516008Events_pair451,26516008Events.csv,451,2,"[0.5202173913043479, 0.9793478260869565]",0.749782609,0.520217391,0.979347826
26516008Events_pair452,26516008Events.csv,452,1,[0.5945652173913043],0.594565217,0.594565217,0.594565217
26516008Events_pair453,26516008Events.csv,453,1,[0.5971739130434782],0.597173913,0.597173913,0.597173913
26516008Events_pair454,26516008Events.csv,454,1,[0.5919565217391304],0.591956522,0.591956522,0.591956522
26516008Events_pair455,26516008Events.csv,455,1,[0.6236956521739131],0.623695652,0.623695652,0.623695652
26516008Events_pair456,26516008Events.csv,456,1,[0.5441304347826087],0.544130435,0.544130435,0.544130435
26516008Events_pair457,26516008Events.csv,457,1,[0.6632608695652173],0.66326087,0.66326087,0.66326087
26516008Events_pair458,26516008Events.csv,458,1,[0.9736956521739131],0.973695652,0.973695652,0.973695652
26516008Events_pair459,26516008Events.csv,459,1,[0.9502173913043478],0.950217391,0.950217391,0.950217391
26516008Events_pair460,26516008Events.csv,460,2,"[0.4058695652173913, 0.5919565217391304]",0.498913043,0.405869565,0.591956522
26516008Events_pair461,26516008Events.csv,461,1,[0.586304347826087],0.586304348,0.586304348,0.586304348
26516008Events_pair462,26516008Events.csv,462,1,[0.605],0.605,0.605,0.605
26516008Events_pair463,26516008Events.csv,463,2,"[0.5493478260869565, 0.5971739130434782]",0.57326087,0.549347826,0.597173913
26516008Events_pair464,26516008Events.csv,464,1,[0.41934782608695653],0.419347826,0.419347826,0.419347826
26516008Events_pair465,26516008Events.csv,465,1,[0.9793478260869565],0.979347826,0.979347826,0.979347826
26516008Events_pair466,26516008Events.csv,466,1,[0.6023913043478261],0.602391304,0.602391304,0.602391304
26516008Events_pair467,26516008Events.csv,467,1,[0.5810869565217391],0.581086957,0.581086957,0.581086957
26516008Events_pair468,26516008Events.csv,468,1,[0.5889130434782609],0.588913043,0.588913043,0.588913043
26516008Events_pair469,26516008Events.csv,469,2,"[0.5784782608695652, 0.5836956521739131]",0.581086957,0.578478261,0.583695652
26516008Events_pair470,26516008Events.csv,470,1,[0.605],0.605,0.605,0.605
26516008Events_pair471,26516008Events.csv,471,1,[0.5945652173913043],0.594565217,0.594565217,0.594565217
26516008Events_pair472,26516008Events.csv,472,3,"[0.6289130434782608, 0.7245652173913043, 0.7323913043478261]",0.695289855,0.628913043,0.732391304
26516008Events_pair473,26516008Events.csv,473,1,[0.5810869565217391],0.581086957,0.581086957,0.581086957
26516008Events_pair474,26516008Events.csv,474,2,"[0.5254347826086957, 0.5971739130434782]",0.561304348,0.525434783,0.597173913
26516008Events_pair475,26516008Events.csv,475,1,[0.605],0.605,0.605,0.605
26516008Events_pair476,26516008Events.csv,476,1,[0.35282608695652173],0.352826087,0.352826087,0.352826087
26516008Events_pair477,26516008Events.csv,477,1,[0.5971739130434782],0.597173913,0.597173913,0.597173913
26516008Events_pair478,26516008Events.csv,478,1,[0.5919565217391304],0.591956522,0.591956522,0.591956522
26516008Events_pair479,26516008Events.csv,479,1,[0.9793478260869565],0.979347826,0.979347826,0.979347826
26516008Events_pair480,26516008Events.csv,480,1,[0.5919565217391304],0.591956522,0.591956522,0.591956522
26516008Events_pair481,26516008Events.csv,481,1,[0.9710869565217392],0.971086957,0.971086957,0.971086957
26516008Events_pair482,26516008Events.csv,482,1,[0.5176086956521739],0.517608696,0.517608696,0.517608696
26516008Events_pair483,26516008Events.csv,483,1,[0.605],0.605,0.605,0.605
26516008Events_pair484,26516008Events.csv,484,0,[],,,
26516008Events_pair485,26516008Events.csv,485,1,[0.5971739130434782],0.597173913,0.597173913,0.597173913
26516008Events_pair486,26516008Events.csv,486,1,[0.4884782608695652],0.488478261,0.488478261,0.488478261
26516008Events_pair487,26516008Events.csv,487,1,[0.5945652173913043],0.594565217,0.594565217,0.594565217
26516008Events_pair488,26516008Events.csv,488,1,[0.5836956521739131],0.583695652,0.583695652,0.583695652
26516008Events_pair489,26516008Events.csv,489,2,"[0.5971739130434782, 0.9793478260869565]",0.78826087,0.597173913,0.979347826
26516008Events_pair490,26516008Events.csv,490,2,"[0.5415217391304348, 0.6158695652173913]",0.578695652,0.541521739,0.615869565
26516008Events_pair491,26516008Events.csv,491,1,[0.5415217391304348],0.541521739,0.541521739,0.541521739
26516008Events_pair492,26516008Events.csv,492,1,[0.5467391304347826],0.54673913,0.54673913,0.54673913
26516008Events_pair493,26516008Events.csv,493,1,[0.6128260869565217],0.612826087,0.612826087,0.612826087
26516008Events_pair494,26516008Events.csv,494,1,[0.9767391304347826],0.97673913,0.97673913,0.97673913
26516008Events_pair495,26516008Events.csv,495,3,"[0.5176086956521739, 0.5228260869565218, 0.5945652173913043]",0.545,0.517608696,0.594565217
26516008Events_pair496,26516008Events.csv,496,2,"[0.5971739130434782, 0.6023913043478261]",0.599782609,0.597173913,0.602391304
26516008Events_pair497,26516008Events.csv,497,1,[0.5971739130434782],0.597173913,0.597173913,0.597173913
26516008Events_pair498,26516008Events.csv,498,1,[0.5971739130434782],0.597173913,0.597173913,0.597173913
26516008Events_pair499,26516008Events.csv,499,3,"[0.5332608695652173, 0.5971739130434782, 0.6184782608695653]",0.582971014,0.53326087,0.618478261
26516008Events_pair500,26516008Events.csv,500,2,"[0.5810869565217391, 0.586304347826087]",0.583695652,0.581086957,0.586304348
26516008Events_pair501,26516008Events.csv,501,1,[0.5758695652173913],0.575869565,0.575869565,0.575869565
26516008Events_pair502,26516008Events.csv,502,1,[0.9684782608695652],0.968478261,0.968478261,0.968478261
26516008Events_pair503,26516008Events.csv,503,1,[0.5810869565217391],0.581086957,0.581086957,0.581086957
26516008Events_pair504,26516008Events.csv,504,1,[0.5971739130434782],0.597173913,0.597173913,0.597173913
26516008Events_pair505,26516008Events.csv,505,1,[0.6076086956521739],0.607608696,0.607608696,0.607608696
26516008Events_pair506,26516008Events.csv,506,1,[0.5228260869565218],0.522826087,0.522826087,0.522826087
26516008Events_pair507,26516008Events.csv,507,1,[0.5919565217391304],0.591956522,0.591956522,0.591956522
26516008Events_pair508,26516008Events.csv,508,1,[0.9710869565217392],0.971086957,0.971086957,0.971086957
26516008Events_pair509,26516008Events.csv,509,1,[0.5919565217391304],0.591956522,0.591956522,0.591956522
26516008Events_pair510,26516008Events.csv,510,1,[0.5389130434782609],0.538913043,0.538913043,0.538913043
26516008Events_pair511,26516008Events.csv,511,1,[0.5919565217391304],0.591956522,0.591956522,0.591956522
26516008Events_pair512,26516008Events.csv,512,1,[0.5415217391304348],0.541521739,0.541521739,0.541521739
