Event,File,Pair,Num_Peaks,Peak_Positions,Mean_Peak,Min_Peak,Max_Peak
26516008Events_pair37,26516008Events.csv,37,1,[0.5836956521739131],0.583695652,0.583695652,0.583695652
26516008Events_pair38,26516008Events.csv,38,2,"[0.42978260869565216, 0.6023913043478261]",0.516086957,0.429782609,0.602391304
26516008Events_pair39,26516008Events.csv,39,3,"[0.5119565217391304, 0.5945652173913043, 0.9793478260869565]",0.695289855,0.511956522,0.979347826
26516008Events_pair40,26516008Events.csv,40,1,[0.6184782608695653],0.618478261,0.618478261,0.618478261
26516008Events_pair41,26516008Events.csv,41,2,"[0.5971739130434782, 0.6023913043478261]",0.599782609,0.597173913,0.602391304
26516008Events_pair42,26516008Events.csv,42,1,[0.5441304347826087],0.544130435,0.544130435,0.544130435
26516008Events_pair43,26516008Events.csv,43,2,"[0.4671739130434783, 0.5332608695652173]",0.500217391,0.467173913,0.53326087
26516008Events_pair44,26516008Events.csv,44,4,"[0.4141304347826087, 0.5706521739130435, 0.5889130434782609, 0.9793478260869565]",0.63826087,0.414130435,0.979347826
26516008Events_pair45,26516008Events.csv,45,1,[0.5889130434782609],0.588913043,0.588913043,0.588913043
26516008Events_pair46,26516008Events.csv,46,2,"[0.6023913043478261, 0.6076086956521739]",0.605,0.602391304,0.607608696
26516008Events_pair47,26516008Events.csv,47,1,[0.605],0.605,0.605,0.605
26516008Events_pair48,26516008Events.csv,48,1,[0.586304347826087],0.586304348,0.586304348,0.586304348
26516008Events_pair49,26516008Events.csv,49,4,"[0.5654347826086956, 0.5706521739130435, 0.5758695652173913, 0.5919565217391304]",0.575978261,0.565434783,0.591956522
26516008Events_pair50,26516008Events.csv,50,1,[0.5971739130434782],0.597173913,0.597173913,0.597173913
26516008Events_pair51,26516008Events.csv,51,2,"[0.605, 0.6128260869565217]",0.608913043,0.605,0.612826087
26516008Events_pair52,26516008Events.csv,52,2,"[0.5836956521739131, 0.9793478260869565]",0.781521739,0.583695652,0.979347826
26516008Events_pair53,26516008Events.csv,53,1,[0.9767391304347826],0.97673913,0.97673913,0.97673913
26516008Events_pair54,26516008Events.csv,54,2,"[0.4989130434782609, 0.5997826086956521]",0.549347826,0.498913043,0.599782609
26516008Events_pair55,26516008Events.csv,55,1,[0.5945652173913043],0.594565217,0.594565217,0.594565217
26516008Events_pair56,26516008Events.csv,56,1,[0.5919565217391304],0.591956522,0.591956522,0.591956522
26516008Events_pair57,26516008Events.csv,57,2,"[0.5945652173913043, 0.9793478260869565]",0.786956522,0.594565217,0.979347826
26516008Events_pair58,26516008Events.csv,58,1,[0.5945652173913043],0.594565217,0.594565217,0.594565217
26516008Events_pair59,26516008Events.csv,59,1,[0.6023913043478261],0.602391304,0.602391304,0.602391304
26516008Events_pair60,26516008Events.csv,60,4,"[0.48282608695652174, 0.4884782608695652, 0.5093478260869565, 0.5971739130434782]",0.519456522,0.482826087,0.597173913
26516008Events_pair61,26516008Events.csv,61,3,"[0.5945652173913043, 0.6023913043478261, 0.6554347826086957]",0.617463768,0.594565217,0.655434783
26516008Events_pair62,26516008Events.csv,62,1,[0.9684782608695652],0.968478261,0.968478261,0.968478261
26516008Events_pair63,26516008Events.csv,63,1,[0.9736956521739131],0.973695652,0.973695652,0.973695652
26516008Events_pair64,26516008Events.csv,64,1,[0.3819565217391304],0.381956522,0.381956522,0.381956522
26516008Events_pair65,26516008Events.csv,65,1,[0.4245652173913044],0.424565217,0.424565217,0.424565217
26516008Events_pair66,26516008Events.csv,66,1,[0.586304347826087],0.586304348,0.586304348,0.586304348
26516008Events_pair67,26516008Events.csv,67,1,[0.4141304347826087],0.414130435,0.414130435,0.414130435
26516008Events_pair68,26516008Events.csv,68,3,"[0.42195652173913045, 0.5997826086956521, 0.6076086956521739]",0.543115942,0.421956522,0.607608696
26516008Events_pair69,26516008Events.csv,69,1,[0.5945652173913043],0.594565217,0.594565217,0.594565217
26516008Events_pair70,26516008Events.csv,70,1,[0.5889130434782609],0.588913043,0.588913043,0.588913043
26516008Events_pair71,26516008Events.csv,71,1,[0.586304347826087],0.586304348,0.586304348,0.586304348
26516008Events_pair72,26516008Events.csv,72,4,"[0.305, 0.31326086956521737, 0.4323913043478261, 0.5280434782608696]",0.394673913,0.305,0.528043478
26516008Events_pair73,26516008Events.csv,73,1,[0.5228260869565218],0.522826087,0.522826087,0.522826087
26516008Events_pair74,26516008Events.csv,74,2,"[0.4245652173913044, 0.5758695652173913]",0.500217391,0.424565217,0.575869565
26516008Events_pair75,26516008Events.csv,75,1,[0.5280434782608696],0.528043478,0.528043478,0.528043478
26516008Events_pair76,26516008Events.csv,76,0,[],,,
26516008Events_pair77,26516008Events.csv,77,1,[0.5971739130434782],0.597173913,0.597173913,0.597173913
26516008Events_pair78,26516008Events.csv,78,0,[],,,
26516008Events_pair79,26516008Events.csv,79,1,[0.5280434782608696],0.528043478,0.528043478,0.528043478
26516008Events_pair80,26516008Events.csv,80,1,[0.7245652173913043],0.724565217,0.724565217,0.724565217
26516008Events_pair81,26516008Events.csv,81,1,[0.5836956521739131],0.583695652,0.583695652,0.583695652
26516008Events_pair82,26516008Events.csv,82,1,[0.9554347826086956],0.955434783,0.955434783,0.955434783
26516008Events_pair83,26516008Events.csv,83,2,"[0.5119565217391304, 0.5997826086956521]",0.555869565,0.511956522,0.599782609
26516008Events_pair84,26516008Events.csv,84,3,"[0.5067391304347826, 0.5119565217391304, 0.5971739130434782]",0.538623188,0.50673913,0.597173913
26516008Events_pair85,26516008Events.csv,85,2,"[0.5919565217391304, 0.9767391304347826]",0.784347826,0.591956522,0.97673913
26516008Events_pair86,26516008Events.csv,86,1,[0.9736956521739131],0.973695652,0.973695652,0.973695652
26516008Events_pair87,26516008Events.csv,87,3,"[0.5545652173913044, 0.5597826086956522, 0.9793478260869565]",0.697898551,0.554565217,0.979347826
26516008Events_pair88,26516008Events.csv,88,1,[0.5810869565217391],0.581086957,0.581086957,0.581086957
26516008Events_pair89,26516008Events.csv,89,1,[0.5919565217391304],0.591956522,0.591956522,0.591956522
26516008Events_pair90,26516008Events.csv,90,1,[0.9736956521739131],0.973695652,0.973695652,0.973695652
26516008Events_pair91,26516008Events.csv,91,1,[0.5971739130434782],0.597173913,0.597173913,0.597173913
26516008Events_pair92,26516008Events.csv,92,2,"[0.5758695652173913, 0.5836956521739131]",0.579782609,0.575869565,0.583695652
26516008Events_pair93,26516008Events.csv,93,2,"[0.5202173913043479, 0.5971739130434782]",0.558695652,0.520217391,0.597173913
26516008Events_pair94,26516008Events.csv,94,1,[0.5971739130434782],0.597173913,0.597173913,0.597173913
26516008Events_pair95,26516008Events.csv,95,1,[0.5706521739130435],0.570652174,0.570652174,0.570652174
26516008Events_pair96,26516008Events.csv,96,1,[0.5119565217391304],0.511956522,0.511956522,0.511956522
26516008Events_pair97,26516008Events.csv,97,1,[0.5971739130434782],0.597173913,0.597173913,0.597173913
26516008Events_pair98,26516008Events.csv,98,1,[0.5919565217391304],0.591956522,0.591956522,0.591956522
26516008Events_pair99,26516008Events.csv,99,1,[0.4671739130434783],0.467173913,0.467173913,0.467173913
26516008Events_pair100,26516008Events.csv,100,1,[0.9767391304347826],0.97673913,0.97673913,0.97673913
26516008Events_pair101,26516008Events.csv,101,1,[0.5971739130434782],0.597173913,0.597173913,0.597173913
26516008Events_pair102,26516008Events.csv,102,1,[0.6658695652173913],0.665869565,0.665869565,0.665869565
26516008Events_pair103,26516008Events.csv,103,1,[0.5971739130434782],0.597173913,0.597173913,0.597173913
26516008Events_pair104,26516008Events.csv,104,2,"[0.6184782608695653, 0.6236956521739131]",0.621086957,0.618478261,0.623695652
26516008Events_pair105,26516008Events.csv,105,1,[0.9736956521739131],0.973695652,0.973695652,0.973695652
26516008Events_pair106,26516008Events.csv,106,2,"[0.5176086956521739, 0.586304347826087]",0.551956522,0.517608696,0.586304348
26516008Events_pair107,26516008Events.csv,107,1,[0.5971739130434782],0.597173913,0.597173913,0.597173913
26516008Events_pair108,26516008Events.csv,108,1,[0.5332608695652173],0.53326087,0.53326087,0.53326087
26516008Events_pair109,26516008Events.csv,109,1,[0.5889130434782609],0.588913043,0.588913043,0.588913043
26516008Events_pair110,26516008Events.csv,110,1,[0.5758695652173913],0.575869565,0.575869565,0.575869565
26516008Events_pair111,26516008Events.csv,111,1,[0.9580434782608696],0.958043478,0.958043478,0.958043478
26516008Events_pair112,26516008Events.csv,112,1,[0.5919565217391304],0.591956522,0.591956522,0.591956522
26516008Events_pair113,26516008Events.csv,113,1,[0.9684782608695652],0.968478261,0.968478261,0.968478261
26516008Events_pair114,26516008Events.csv,114,2,"[0.5919565217391304, 0.5971739130434782]",0.594565217,0.591956522,0.597173913
26516008Events_pair115,26516008Events.csv,115,3,"[0.586304347826087, 0.5919565217391304, 0.9767391304347826]",0.718333333,0.586304348,0.97673913
26516008Events_pair116,26516008Events.csv,116,1,[0.9793478260869565],0.979347826,0.979347826,0.979347826
26516008Events_pair117,26516008Events.csv,117,1,[0.5919565217391304],0.591956522,0.591956522,0.591956522
26516008Events_pair118,26516008Events.csv,118,1,[0.586304347826087],0.586304348,0.586304348,0.586304348
26516008Events_pair119,26516008Events.csv,119,1,[0.5945652173913043],0.594565217,0.594565217,0.594565217
26516008Events_pair120,26516008Events.csv,120,1,[0.9793478260869565],0.979347826,0.979347826,0.979347826
26516008Events_pair121,26516008Events.csv,121,1,[0.5945652173913043],0.594565217,0.594565217,0.594565217
26516008Events_pair122,26516008Events.csv,122,1,[0.5945652173913043],0.594565217,0.594565217,0.594565217
26516008Events_pair123,26516008Events.csv,123,1,[0.9767391304347826],0.97673913,0.97673913,0.97673913
26516008Events_pair124,26516008Events.csv,124,2,"[0.4910869565217391, 0.5836956521739131]",0.537391304,0.491086957,0.583695652
26516008Events_pair125,26516008Events.csv,125,2,"[0.41934782608695653, 0.5810869565217391]",0.500217391,0.419347826,0.581086957
26516008Events_pair126,26516008Events.csv,126,1,[0.6102173913043478],0.610217391,0.610217391,0.610217391
26516008Events_pair127,26516008Events.csv,127,1,[0.5654347826086956],0.565434783,0.565434783,0.565434783
26516008Events_pair128,26516008Events.csv,128,1,[0.5945652173913043],0.594565217,0.594565217,0.594565217
26516008Events_pair129,26516008Events.csv,129,3,"[0.5706521739130435, 0.5784782608695652, 0.9793478260869565]",0.709492754,0.570652174,0.979347826
26516008Events_pair130,26516008Events.csv,130,1,[0.5810869565217391],0.581086957,0.581086957,0.581086957
26516008Events_pair131,26516008Events.csv,131,1,[0.5919565217391304],0.591956522,0.591956522,0.591956522
26516008Events_pair132,26516008Events.csv,132,1,[0.515],0.515,0.515,0.515
26516008Events_pair133,26516008Events.csv,133,2,"[0.5945652173913043, 0.9793478260869565]",0.786956522,0.594565217,0.979347826
26516008Events_pair134,26516008Events.csv,134,2,"[0.4910869565217391, 0.5997826086956521]",0.545434783,0.491086957,0.599782609
26516008Events_pair135,26516008Events.csv,135,1,[0.9632608695652174],0.96326087,0.96326087,0.96326087
26516008Events_pair136,26516008Events.csv,136,1,[0.5810869565217391],0.581086957,0.581086957,0.581086957
26516008Events_pair137,26516008Events.csv,137,1,[0.9793478260869565],0.979347826,0.979347826,0.979347826
26516008Events_pair138,26516008Events.csv,138,1,[0.5836956521739131],0.583695652,0.583695652,0.583695652
26516008Events_pair139,26516008Events.csv,139,1,[0.5758695652173913],0.575869565,0.575869565,0.575869565
26516008Events_pair140,26516008Events.csv,140,2,"[0.6158695652173913, 0.9793478260869565]",0.797608696,0.615869565,0.979347826
26516008Events_pair141,26516008Events.csv,141,1,[0.6184782608695653],0.618478261,0.618478261,0.618478261
26516008Events_pair142,26516008Events.csv,142,1,[0.9767391304347826],0.97673913,0.97673913,0.97673913
26516008Events_pair143,26516008Events.csv,143,2,"[0.5971739130434782, 0.6023913043478261]",0.599782609,0.597173913,0.602391304
26516008Events_pair144,26516008Events.csv,144,1,[0.9658695652173913],0.965869565,0.965869565,0.965869565
26516008Events_pair145,26516008Events.csv,145,2,"[0.4245652173913044, 0.5997826086956521]",0.512173913,0.424565217,0.599782609
26516008Events_pair146,26516008Events.csv,146,1,[0.5202173913043479],0.520217391,0.520217391,0.520217391
26516008Events_pair147,26516008Events.csv,147,1,[0.5919565217391304],0.591956522,0.591956522,0.591956522
26516008Events_pair148,26516008Events.csv,148,1,[0.5732608695652174],0.57326087,0.57326087,0.57326087
26516008Events_pair149,26516008Events.csv,149,1,[0.5706521739130435],0.570652174,0.570652174,0.570652174
26516008Events_pair150,26516008Events.csv,150,1,[0.5919565217391304],0.591956522,0.591956522,0.591956522
26516008Events_pair151,26516008Events.csv,151,1,[0.7880434782608695],0.788043478,0.788043478,0.788043478
26516008Events_pair152,26516008Events.csv,152,1,[0.9710869565217392],0.971086957,0.971086957,0.971086957
26516008Events_pair153,26516008Events.csv,153,1,[0.5332608695652173],0.53326087,0.53326087,0.53326087
26516008Events_pair154,26516008Events.csv,154,1,[0.6076086956521739],0.607608696,0.607608696,0.607608696
26516008Events_pair155,26516008Events.csv,155,3,"[0.605, 0.6158695652173913, 0.7932608695652174]",0.671376812,0.605,0.79326087
26516008Events_pair156,26516008Events.csv,156,1,[0.9710869565217392],0.971086957,0.971086957,0.971086957
26516008Events_pair157,26516008Events.csv,157,2,"[0.5836956521739131, 0.5971739130434782]",0.590434783,0.583695652,0.597173913
26516008Events_pair158,26516008Events.csv,158,1,[0.6184782608695653],0.618478261,0.618478261,0.618478261
26516008Events_pair159,26516008Events.csv,159,2,"[0.5119565217391304, 0.5919565217391304]",0.551956522,0.511956522,0.591956522
26516008Events_pair160,26516008Events.csv,160,1,[0.6158695652173913],0.615869565,0.615869565,0.615869565
26516008Events_pair161,26516008Events.csv,161,1,[0.907608695652174],0.907608696,0.907608696,0.907608696
26516008Events_pair162,26516008Events.csv,162,1,[0.41934782608695653],0.419347826,0.419347826,0.419347826
26516008Events_pair163,26516008Events.csv,163,1,[0.9767391304347826],0.97673913,0.97673913,0.97673913
26516008Events_pair164,26516008Events.csv,164,2,"[0.5119565217391304, 0.5836956521739131]",0.547826087,0.511956522,0.583695652
26516008Events_pair165,26516008Events.csv,165,1,[0.9767391304347826],0.97673913,0.97673913,0.97673913
26516008Events_pair166,26516008Events.csv,166,2,"[0.5280434782608696, 0.6076086956521739]",0.567826087,0.528043478,0.607608696
26516008Events_pair167,26516008Events.csv,167,0,[],,,
26516008Events_pair168,26516008Events.csv,168,1,[0.5945652173913043],0.594565217,0.594565217,0.594565217
26516008Events_pair169,26516008Events.csv,169,3,"[0.5067391304347826, 0.5119565217391304, 0.5971739130434782]",0.538623188,0.50673913,0.597173913
26516008Events_pair170,26516008Events.csv,170,1,[0.5680434782608695],0.568043478,0.568043478,0.568043478
26516008Events_pair171,26516008Events.csv,171,2,"[0.42195652173913045, 0.5997826086956521]",0.510869565,0.421956522,0.599782609
26516008Events_pair172,26516008Events.csv,172,1,[0.9315217391304348],0.931521739,0.931521739,0.931521739
26516008Events_pair173,26516008Events.csv,173,2,"[0.5919565217391304, 0.5971739130434782]",0.594565217,0.591956522,0.597173913
26516008Events_pair174,26516008Events.csv,174,1,[0.9710869565217392],0.971086957,0.971086957,0.971086957
26516008Events_pair175,26516008Events.csv,175,1,[0.9767391304347826],0.97673913,0.97673913,0.97673913
26516008Events_pair176,26516008Events.csv,176,2,"[0.5919565217391304, 0.9710869565217392]",0.781521739,0.591956522,0.971086957
26516008Events_pair177,26516008Events.csv,177,1,[0.605],0.605,0.605,0.605
26516008Events_pair178,26516008Events.csv,178,1,[0.5971739130434782],0.597173913,0.597173913,0.597173913
26516008Events_pair179,26516008Events.csv,179,2,"[0.4006521739130435, 0.4245652173913044]",0.412608696,0.400652174,0.424565217
26516008Events_pair180,26516008Events.csv,180,1,[0.5971739130434782],0.597173913,0.597173913,0.597173913
26516008Events_pair181,26516008Events.csv,181,1,[0.9710869565217392],0.971086957,0.971086957,0.971086957
26516008Events_pair182,26516008Events.csv,182,1,[0.5997826086956521],0.599782609,0.599782609,0.599782609
26516008Events_pair183,26516008Events.csv,183,1,[0.5971739130434782],0.597173913,0.597173913,0.597173913
26516008Events_pair184,26516008Events.csv,184,1,[0.5971739130434782],0.597173913,0.597173913,0.597173913
26516008Events_pair185,26516008Events.csv,185,1,[0.5919565217391304],0.591956522,0.591956522,0.591956522
26516008Events_pair186,26516008Events.csv,186,1,[0.605],0.605,0.605,0.605
26516008Events_pair187,26516008Events.csv,187,3,"[0.5810869565217391, 0.5889130434782609, 0.5945652173913043]",0.588188406,0.581086957,0.594565217
26516008Events_pair188,26516008Events.csv,188,1,[0.5784782608695652],0.578478261,0.578478261,0.578478261
26516008Events_pair189,26516008Events.csv,189,1,[0.5889130434782609],0.588913043,0.588913043,0.588913043
26516008Events_pair190,26516008Events.csv,190,1,[0.6128260869565217],0.612826087,0.612826087,0.612826087
26516008Events_pair191,26516008Events.csv,191,1,[0.605],0.605,0.605,0.605
26516008Events_pair192,26516008Events.csv,192,1,[0.5889130434782609],0.588913043,0.588913043,0.588913043
26516008Events_pair193,26516008Events.csv,193,1,[0.926304347826087],0.926304348,0.926304348,0.926304348
26516008Events_pair194,26516008Events.csv,194,1,[0.6158695652173913],0.615869565,0.615869565,0.615869565
26516008Events_pair195,26516008Events.csv,195,0,[],,,
26516008Events_pair196,26516008Events.csv,196,1,[0.586304347826087],0.586304348,0.586304348,0.586304348
26516008Events_pair197,26516008Events.csv,197,1,[0.5971739130434782],0.597173913,0.597173913,0.597173913
26516008Events_pair198,26516008Events.csv,198,2,"[0.4380434782608696, 0.5919565217391304]",0.515,0.438043478,0.591956522
26516008Events_pair199,26516008Events.csv,199,0,[],,,
26516008Events_pair200,26516008Events.csv,200,1,[0.4245652173913044],0.424565217,0.424565217,0.424565217
26516008Events_pair201,26516008Events.csv,201,1,[0.41934782608695653],0.419347826,0.419347826,0.419347826
26516008Events_pair202,26516008Events.csv,202,1,[0.9793478260869565],0.979347826,0.979347826,0.979347826
26516008Events_pair203,26516008Events.csv,203,1,[0.5919565217391304],0.591956522,0.591956522,0.591956522
26516008Events_pair204,26516008Events.csv,204,2,"[0.5545652173913044, 0.5680434782608695]",0.561304348,0.554565217,0.568043478
26516008Events_pair205,26516008Events.csv,205,2,"[0.5836956521739131, 0.5945652173913043]",0.589130435,0.583695652,0.594565217
26516008Events_pair206,26516008Events.csv,206,1,[0.5971739130434782],0.597173913,0.597173913,0.597173913
26516008Events_pair207,26516008Events.csv,207,1,[0.5919565217391304],0.591956522,0.591956522,0.591956522
26516008Events_pair208,26516008Events.csv,208,1,[0.6023913043478261],0.602391304,0.602391304,0.602391304
26516008Events_pair209,26516008Events.csv,209,2,"[0.5997826086956521, 0.6128260869565217]",0.606304348,0.599782609,0.612826087
26516008Events_pair210,26516008Events.csv,210,1,[0.5971739130434782],0.597173913,0.597173913,0.597173913
26516008Events_pair211,26516008Events.csv,211,1,[0.9710869565217392],0.971086957,0.971086957,0.971086957
26516008Events_pair212,26516008Events.csv,212,2,"[0.5997826086956521, 0.9793478260869565]",0.789565217,0.599782609,0.979347826
26516008Events_pair213,26516008Events.csv,213,1,[0.5971739130434782],0.597173913,0.597173913,0.597173913
26516008Events_pair214,26516008Events.csv,214,1,[0.9767391304347826],0.97673913,0.97673913,0.97673913
26516008Events_pair215,26516008Events.csv,215,1,[0.6158695652173913],0.615869565,0.615869565,0.615869565
26516008Events_pair216,26516008Events.csv,216,1,[0.6128260869565217],0.612826087,0.612826087,0.612826087
26516008Events_pair217,26516008Events.csv,217,1,[0.5919565217391304],0.591956522,0.591956522,0.591956522
26516008Events_pair218,26516008Events.csv,218,1,[0.9658695652173913],0.965869565,0.965869565,0.965869565
26516008Events_pair219,26516008Events.csv,219,1,[0.5889130434782609],0.588913043,0.588913043,0.588913043
26516008Events_pair220,26516008Events.csv,220,1,[0.5971739130434782],0.597173913,0.597173913,0.597173913
26516008Events_pair221,26516008Events.csv,221,1,[0.9793478260869565],0.979347826,0.979347826,0.979347826
26516008Events_pair222,26516008Events.csv,222,3,"[0.4167391304347826, 0.5758695652173913, 0.5971739130434782]",0.529927536,0.41673913,0.597173913
26516008Events_pair223,26516008Events.csv,223,3,"[0.6128260869565217, 0.6263043478260869, 0.6341304347826087]",0.62442029,0.612826087,0.634130435
26516008Events_pair224,26516008Events.csv,224,2,"[0.5836956521739131, 0.5919565217391304]",0.587826087,0.583695652,0.591956522
26516008Events_pair225,26516008Events.csv,225,1,[0.5971739130434782],0.597173913,0.597173913,0.597173913
26516008Events_pair226,26516008Events.csv,226,3,"[0.5758695652173913, 0.5971739130434782, 0.6023913043478261]",0.591811594,0.575869565,0.602391304
26516008Events_pair227,26516008Events.csv,227,1,[0.44065217391304345],0.440652174,0.440652174,0.440652174
26516008Events_pair228,26516008Events.csv,228,3,"[0.42978260869565216, 0.5919565217391304, 0.6128260869565217]",0.544855072,0.429782609,0.612826087
26516008Events_pair229,26516008Events.csv,229,2,"[0.586304347826087, 0.8915217391304348]",0.738913043,0.586304348,0.891521739
26516008Events_pair230,26516008Events.csv,230,2,"[0.3928260869565217, 0.4167391304347826]",0.404782609,0.392826087,0.41673913
26516008Events_pair231,26516008Events.csv,231,1,[0.42195652173913045],0.421956522,0.421956522,0.421956522
26516008Events_pair232,26516008Events.csv,232,3,"[0.4058695652173913, 0.5176086956521739, 0.6023913043478261]",0.508623188,0.405869565,0.602391304
26516008Events_pair233,26516008Events.csv,233,1,[0.5389130434782609],0.538913043,0.538913043,0.538913043
26516008Events_pair234,26516008Events.csv,234,2,"[0.4910869565217391, 0.6741304347826087]",0.582608696,0.491086957,0.674130435
26516008Events_pair235,26516008Events.csv,235,1,[0.5889130434782609],0.588913043,0.588913043,0.588913043
26516008Events_pair236,26516008Events.csv,236,1,[0.605],0.605,0.605,0.605
26516008Events_pair237,26516008Events.csv,237,1,[0.6128260869565217],0.612826087,0.612826087,0.612826087
26516008Events_pair238,26516008Events.csv,238,3,"[0.41934782608695653, 0.42978260869565216, 0.5997826086956521]",0.482971014,0.419347826,0.599782609
26516008Events_pair239,26516008Events.csv,239,1,[0.5971739130434782],0.597173913,0.597173913,0.597173913
26516008Events_pair240,26516008Events.csv,240,2,"[0.5919565217391304, 0.5971739130434782]",0.594565217,0.591956522,0.597173913
26516008Events_pair241,26516008Events.csv,241,1,[0.5997826086956521],0.599782609,0.599782609,0.599782609
26516008Events_pair242,26516008Events.csv,242,0,[],,,
26516008Events_pair243,26516008Events.csv,243,1,[0.5971739130434782],0.597173913,0.597173913,0.597173913
26516008Events_pair244,26516008Events.csv,244,1,[0.7428260869565217],0.742826087,0.742826087,0.742826087
26516008Events_pair245,26516008Events.csv,245,1,[0.4245652173913044],0.424565217,0.424565217,0.424565217
26516008Events_pair246,26516008Events.csv,246,1,[0.8228260869565217],0.822826087,0.822826087,0.822826087
26516008Events_pair247,26516008Events.csv,247,1,[0.605],0.605,0.605,0.605
26516008Events_pair248,26516008Events.csv,248,1,[0.4380434782608696],0.438043478,0.438043478,0.438043478
26516008Events_pair249,26516008Events.csv,249,1,[0.9793478260869565],0.979347826,0.979347826,0.979347826
26516008Events_pair250,26516008Events.csv,250,1,[0.9632608695652174],0.96326087,0.96326087,0.96326087
26516008Events_pair251,26516008Events.csv,251,2,"[0.5280434782608696, 0.605]",0.566521739,0.528043478,0.605
26516008Events_pair252,26516008Events.csv,252,1,[0.9767391304347826],0.97673913,0.97673913,0.97673913
26516008Events_pair253,26516008Events.csv,253,3,"[0.5706521739130435, 0.5758695652173913, 0.5810869565217391]",0.575869565,0.570652174,0.581086957
26516008Events_pair254,26516008Events.csv,254,1,[0.586304347826087],0.586304348,0.586304348,0.586304348
