Event,File,Pair,Num_Peaks,Peak_Positions,Mean_Peak,Min_Peak,Max_Peak
26516014Events-2_pair94,26516014Events-2.csv,94,2,"[0.9291836734693878, 0.9491836734693877]",0.939183673,0.929183673,0.949183673
26516014Events-2_pair95,26516014Events-2.csv,95,1,[0.936530612244898],0.936530612,0.936530612,0.936530612
26516014Events-2_pair96,26516014Events-2.csv,96,1,[0.946734693877551],0.946734694,0.946734694,0.946734694
26516014Events-2_pair97,26516014Events-2.csv,97,1,[0.936530612244898],0.936530612,0.936530612,0.936530612
26516014Events-2_pair98,26516014Events-2.csv,98,2,"[0.9393877551020409, 0.9589795918367346]",0.949183673,0.939387755,0.958979592
26516014Events-2_pair99,26516014Events-2.csv,99,1,[0.9393877551020409],0.939387755,0.939387755,0.939387755
26516014Events-2_pair100,26516014Events-2.csv,100,1,[0.9442857142857143],0.944285714,0.944285714,0.944285714
26516014Events-2_pair101,26516014Events-2.csv,101,1,[0.9193877551020408],0.919387755,0.919387755,0.919387755
26516014Events-2_pair102,26516014Events-2.csv,102,1,[0.9316326530612244],0.931632653,0.931632653,0.931632653
26516014Events-2_pair103,26516014Events-2.csv,103,1,[0.4981632653061224],0.498163265,0.498163265,0.498163265
26516014Events-2_pair104,26516014Events-2.csv,104,1,[0.9516326530612245],0.951632653,0.951632653,0.951632653
26516014Events-2_pair105,26516014Events-2.csv,105,1,[0.9442857142857143],0.944285714,0.944285714,0.944285714
26516014Events-2_pair106,26516014Events-2.csv,106,1,[0.9393877551020409],0.939387755,0.939387755,0.939387755
26516014Events-2_pair107,26516014Events-2.csv,107,1,[0.926734693877551],0.926734694,0.926734694,0.926734694
26516014Events-2_pair108,26516014Events-2.csv,108,1,[0.3336734693877551],0.333673469,0.333673469,0.333673469
26516014Events-2_pair109,26516014Events-2.csv,109,1,[0.9393877551020409],0.939387755,0.939387755,0.939387755
26516014Events-2_pair110,26516014Events-2.csv,110,1,[0.9340816326530612],0.934081633,0.934081633,0.934081633
26516014Events-2_pair111,26516014Events-2.csv,111,2,"[0.9316326530612244, 0.9516326530612245]",0.941632653,0.931632653,0.951632653
26516014Events-2_pair112,26516014Events-2.csv,112,1,[0.9291836734693878],0.929183673,0.929183673,0.929183673
26516014Events-2_pair113,26516014Events-2.csv,113,1,[0.9218367346938775],0.921836735,0.921836735,0.921836735
26516014Events-2_pair114,26516014Events-2.csv,114,1,[0.9393877551020409],0.939387755,0.939387755,0.939387755
26516014Events-2_pair115,26516014Events-2.csv,115,2,"[0.9316326530612244, 0.9516326530612245]",0.941632653,0.931632653,0.951632653
26516014Events-2_pair116,26516014Events-2.csv,116,1,[0.9169387755102041],0.916938776,0.916938776,0.916938776
26516014Events-2_pair117,26516014Events-2.csv,117,2,"[0.9316326530612244, 0.9516326530612245]",0.941632653,0.931632653,0.951632653
26516014Events-2_pair118,26516014Events-2.csv,118,1,[0.936530612244898],0.936530612,0.936530612,0.936530612
26516014Events-2_pair119,26516014Events-2.csv,119,1,[0.9316326530612244],0.931632653,0.931632653,0.931632653
26516014Events-2_pair120,26516014Events-2.csv,120,1,[0.9316326530612244],0.931632653,0.931632653,0.931632653
26516014Events-2_pair121,26516014Events-2.csv,121,1,[0.926734693877551],0.926734694,0.926734694,0.926734694
26516014Events-2_pair122,26516014Events-2.csv,122,1,[0.9491836734693877],0.949183673,0.949183673,0.949183673
26516014Events-2_pair123,26516014Events-2.csv,123,1,[0.9340816326530612],0.934081633,0.934081633,0.934081633
26516014Events-2_pair124,26516014Events-2.csv,124,1,[0.9116326530612245],0.911632653,0.911632653,0.911632653
26516014Events-2_pair125,26516014Events-2.csv,125,2,"[0.9242857142857143, 0.9442857142857143]",0.934285714,0.924285714,0.944285714
26516014Events-2_pair126,26516014Events-2.csv,126,1,[0.906734693877551],0.906734694,0.906734694,0.906734694
26516014Events-2_pair127,26516014Events-2.csv,127,1,[0.9242857142857143],0.924285714,0.924285714,0.924285714
26516014Events-2_pair128,26516014Events-2.csv,128,1,[0.946734693877551],0.946734694,0.946734694,0.946734694
26516014Events-2_pair129,26516014Events-2.csv,129,1,[0.9316326530612244],0.931632653,0.931632653,0.931632653
26516014Events-2_pair130,26516014Events-2.csv,130,1,[0.9340816326530612],0.934081633,0.934081633,0.934081633
26516014Events-2_pair131,26516014Events-2.csv,131,1,[0.9442857142857143],0.944285714,0.944285714,0.944285714
26516014Events-2_pair132,26516014Events-2.csv,132,1,[0.9193877551020408],0.919387755,0.919387755,0.919387755
26516014Events-2_pair133,26516014Events-2.csv,133,1,[0.936530612244898],0.936530612,0.936530612,0.936530612
26516014Events-2_pair134,26516014Events-2.csv,134,2,"[0.9442857142857143, 0.9691836734693877]",0.956734694,0.944285714,0.969183673
26516014Events-2_pair135,26516014Events-2.csv,135,1,[0.9418367346938775],0.941836735,0.941836735,0.941836735
26516014Events-2_pair136,26516014Events-2.csv,136,1,[0.9169387755102041],0.916938776,0.916938776,0.916938776
26516014Events-2_pair137,26516014Events-2.csv,137,1,[0.9340816326530612],0.934081633,0.934081633,0.934081633
26516014Events-2_pair138,26516014Events-2.csv,138,1,[0.9442857142857143],0.944285714,0.944285714,0.944285714
26516014Events-2_pair139,26516014Events-2.csv,139,1,[0.926734693877551],0.926734694,0.926734694,0.926734694
26516014Events-2_pair140,26516014Events-2.csv,140,2,"[0.9418367346938775, 0.9614285714285714]",0.951632653,0.941836735,0.961428571
26516014Events-2_pair141,26516014Events-2.csv,141,1,[0.946734693877551],0.946734694,0.946734694,0.946734694
26516014Events-2_pair142,26516014Events-2.csv,142,3,"[0.4806122448979592, 0.4859183673469388, 0.9442857142857143]",0.636938776,0.480612245,0.944285714
26516014Events-2_pair143,26516014Events-2.csv,143,1,[0.9218367346938775],0.921836735,0.921836735,0.921836735
26516014Events-2_pair144,26516014Events-2.csv,144,1,[0.9393877551020409],0.939387755,0.939387755,0.939387755
26516014Events-2_pair145,26516014Events-2.csv,145,2,"[0.9242857142857143, 0.9442857142857143]",0.934285714,0.924285714,0.944285714
26516014Events-2_pair146,26516014Events-2.csv,146,1,[0.9193877551020408],0.919387755,0.919387755,0.919387755
26516014Events-2_pair147,26516014Events-2.csv,147,1,[0.9193877551020408],0.919387755,0.919387755,0.919387755
26516014Events-2_pair148,26516014Events-2.csv,148,1,[0.926734693877551],0.926734694,0.926734694,0.926734694
26516014Events-2_pair149,26516014Events-2.csv,149,1,[0.6055102040816327],0.605510204,0.605510204,0.605510204
26516014Events-2_pair150,26516014Events-2.csv,150,2,"[0.6177551020408163, 0.9116326530612245]",0.764693878,0.617755102,0.911632653
26516014Events-2_pair151,26516014Events-2.csv,151,1,[0.926734693877551],0.926734694,0.926734694,0.926734694
26516014Events-2_pair152,26516014Events-2.csv,152,1,[0.6402040816326531],0.640204082,0.640204082,0.640204082
26516014Events-2_pair153,26516014Events-2.csv,153,2,"[0.5830612244897959, 0.6402040816326531]",0.611632653,0.583061224,0.640204082
26516014Events-2_pair154,26516014Events-2.csv,154,1,[0.926734693877551],0.926734694,0.926734694,0.926734694
26516014Events-2_pair155,26516014Events-2.csv,155,1,[0.5006122448979592],0.500612245,0.500612245,0.500612245
26516014Events-2_pair156,26516014Events-2.csv,156,1,[0.8818367346938776],0.881836735,0.881836735,0.881836735
26516014Events-2_pair157,26516014Events-2.csv,157,1,[0.49081632653061225],0.490816327,0.490816327,0.490816327
26516014Events-2_pair158,26516014Events-2.csv,158,1,[0.9193877551020408],0.919387755,0.919387755,0.919387755
26516014Events-2_pair159,26516014Events-2.csv,159,1,[0.5704081632653061],0.570408163,0.570408163,0.570408163
26516014Events-2_pair160,26516014Events-2.csv,160,1,[0.9291836734693878],0.929183673,0.929183673,0.929183673
26516014Events-2_pair161,26516014Events-2.csv,161,1,[0.9193877551020408],0.919387755,0.919387755,0.919387755
26516014Events-2_pair162,26516014Events-2.csv,162,1,[0.9393877551020409],0.939387755,0.939387755,0.939387755
26516014Events-2_pair163,26516014Events-2.csv,163,1,[0.9218367346938775],0.921836735,0.921836735,0.921836735
26516014Events-2_pair164,26516014Events-2.csv,164,1,[0.9516326530612245],0.951632653,0.951632653,0.951632653
26516014Events-2_pair165,26516014Events-2.csv,165,1,[0.9291836734693878],0.929183673,0.929183673,0.929183673
26516014Events-2_pair166,26516014Events-2.csv,166,1,[0.946734693877551],0.946734694,0.946734694,0.946734694
26516014Events-2_pair167,26516014Events-2.csv,167,2,"[0.27408163265306124, 0.8944897959183673]",0.584285714,0.274081633,0.894489796
26516014Events-2_pair168,26516014Events-2.csv,168,2,"[0.9218367346938775, 0.9418367346938775]",0.931836735,0.921836735,0.941836735
26516014Events-2_pair169,26516014Events-2.csv,169,2,"[0.926734693877551, 0.946734693877551]",0.936734694,0.926734694,0.946734694
26516014Events-2_pair170,26516014Events-2.csv,170,1,[0.8993877551020408],0.899387755,0.899387755,0.899387755
26516014Events-2_pair171,26516014Events-2.csv,171,1,[0.9169387755102041],0.916938776,0.916938776,0.916938776
26516014Events-2_pair172,26516014Events-2.csv,172,1,[0.9242857142857143],0.924285714,0.924285714,0.924285714
26516014Events-2_pair173,26516014Events-2.csv,173,1,[0.9316326530612244],0.931632653,0.931632653,0.931632653
26516014Events-2_pair174,26516014Events-2.csv,174,1,[0.9418367346938775],0.941836735,0.941836735,0.941836735
26516014Events-2_pair175,26516014Events-2.csv,175,1,[0.936530612244898],0.936530612,0.936530612,0.936530612
26516014Events-2_pair176,26516014Events-2.csv,176,1,[0.9116326530612245],0.911632653,0.911632653,0.911632653
26516014Events-2_pair177,26516014Events-2.csv,177,1,[0.9018367346938776],0.901836735,0.901836735,0.901836735
26516014Events-2_pair178,26516014Events-2.csv,178,1,[0.9042857142857142],0.904285714,0.904285714,0.904285714
26516014Events-2_pair179,26516014Events-2.csv,179,1,[0.936530612244898],0.936530612,0.936530612,0.936530612
26516014Events-2_pair180,26516014Events-2.csv,180,1,[0.9091836734693878],0.909183673,0.909183673,0.909183673
26516014Events-2_pair181,26516014Events-2.csv,181,1,[0.926734693877551],0.926734694,0.926734694,0.926734694
26516014Events-2_pair182,26516014Events-2.csv,182,1,[0.9018367346938776],0.901836735,0.901836735,0.901836735
26516014Events-2_pair183,26516014Events-2.csv,183,1,[0.3189795918367347],0.318979592,0.318979592,0.318979592
26516014Events-2_pair184,26516014Events-2.csv,184,2,"[0.9242857142857143, 0.9442857142857143]",0.934285714,0.924285714,0.944285714
26516014Events-2_pair185,26516014Events-2.csv,185,1,[0.906734693877551],0.906734694,0.906734694,0.906734694
26516014Events-2_pair186,26516014Events-2.csv,186,1,[0.9393877551020409],0.939387755,0.939387755,0.939387755
26516014Events-2_pair187,26516014Events-2.csv,187,1,[0.906734693877551],0.906734694,0.906734694,0.906734694
26516014Events-2_pair188,26516014Events-2.csv,188,1,[0.9340816326530612],0.934081633,0.934081633,0.934081633
26516014Events-2_pair189,26516014Events-2.csv,189,1,[0.9393877551020409],0.939387755,0.939387755,0.939387755
26516014Events-2_pair190,26516014Events-2.csv,190,1,[0.9316326530612244],0.931632653,0.931632653,0.931632653
26516014Events-2_pair191,26516014Events-2.csv,191,7,"[0.4185714285714286, 0.42346938775510207, 0.43081632653061225, 0.5157142857142857, 0.6426530612244898, 0.6475510204081633, 0.9169387755102041]",0.570816327,0.418571429,0.916938776
26516014Events-2_pair192,26516014Events-2.csv,192,2,"[0.27408163265306124, 0.9018367346938776]",0.587959184,0.274081633,0.901836735
26516014Events-2_pair193,26516014Events-2.csv,193,2,"[0.9018367346938776, 0.9218367346938775]",0.911836735,0.901836735,0.921836735
26516014Events-2_pair194,26516014Events-2.csv,194,1,[0.4459183673469388],0.445918367,0.445918367,0.445918367
26516014Events-2_pair195,26516014Events-2.csv,195,1,[0.9193877551020408],0.919387755,0.919387755,0.919387755
26516014Events-2_pair196,26516014Events-2.csv,196,1,[0.7524489795918368],0.75244898,0.75244898,0.75244898
26516014Events-2_pair197,26516014Events-2.csv,197,1,[0.6202040816326531],0.620204082,0.620204082,0.620204082
26516014Events-2_pair198,26516014Events-2.csv,198,1,[0.9140816326530612],0.914081633,0.914081633,0.914081633
26516014Events-2_pair199,26516014Events-2.csv,199,2,"[0.8920408163265307, 0.9116326530612245]",0.901836735,0.892040816,0.911632653
26516014Events-2_pair200,26516014Events-2.csv,200,1,[0.9042857142857142],0.904285714,0.904285714,0.904285714
26516014Events-2_pair201,26516014Events-2.csv,201,1,[0.8969387755102041],0.896938776,0.896938776,0.896938776
26516014Events-2_pair202,26516014Events-2.csv,202,2,"[0.8993877551020408, 0.9193877551020408]",0.909387755,0.899387755,0.919387755
26516014Events-2_pair203,26516014Events-2.csv,203,1,[0.9018367346938776],0.901836735,0.901836735,0.901836735
26516014Events-2_pair204,26516014Events-2.csv,204,1,[0.906734693877551],0.906734694,0.906734694,0.906734694
26516014Events-2_pair205,26516014Events-2.csv,205,1,[0.8744897959183674],0.874489796,0.874489796,0.874489796
26516014Events-2_pair206,26516014Events-2.csv,206,1,[0.9116326530612245],0.911632653,0.911632653,0.911632653
26516014Events-2_pair207,26516014Events-2.csv,207,1,[0.9140816326530612],0.914081633,0.914081633,0.914081633
26516014Events-2_pair208,26516014Events-2.csv,208,3,"[0.4136734693877551, 0.4957142857142857, 0.8944897959183673]",0.601292517,0.413673469,0.894489796
26516014Events-2_pair209,26516014Events-2.csv,209,1,[0.8618367346938776],0.861836735,0.861836735,0.861836735
26516014Events-2_pair210,26516014Events-2.csv,210,1,[0.8720408163265306],0.872040816,0.872040816,0.872040816
26516014Events-2_pair211,26516014Events-2.csv,211,1,[0.8969387755102041],0.896938776,0.896938776,0.896938776
26516014Events-2_pair212,26516014Events-2.csv,212,1,[0.8695918367346939],0.869591837,0.869591837,0.869591837
26516014Events-2_pair213,26516014Events-2.csv,213,1,[0.8969387755102041],0.896938776,0.896938776,0.896938776
26516014Events-2_pair214,26516014Events-2.csv,214,1,[0.8969387755102041],0.896938776,0.896938776,0.896938776
26516014Events-2_pair215,26516014Events-2.csv,215,2,"[0.886734693877551, 0.906734693877551]",0.896734694,0.886734694,0.906734694
26516014Events-2_pair216,26516014Events-2.csv,216,1,[0.8744897959183674],0.874489796,0.874489796,0.874489796
